HexCer-NDS,[M-H]-,[M-C6H10O5-H]-,[FAA+C2H3-H]-,[Sph-C2H7NO-H]-,[FAA-OH-H]-,[C6H11O6]-
HexCer-NDS(d29:0/40:0)-H,1191.12,1029.068,616.6396,393.4102,573.6218,179.0556
HexCer-NDS(d29:0/40:1)-H,1189.105,1027.052,614.624,393.4102,571.6061,179.0556
HexCer-NDS(d29:0/40:2)-H,1187.089,1025.036,612.6083,393.4102,569.5905,179.0556
HexCer-NDS(d29:0/42:0)-H,1219.152,1057.099,644.671,393.4102,601.6531,179.0556
HexCer-NDS(d29:0/42:1)-H,1217.136,1055.083,642.6553,393.4102,599.6375,179.0556
HexCer-NDS(d29:0/42:2)-H,1215.12,1053.068,640.6396,393.4102,597.6218,179.0556
HexCer-NDS(d30:0/12:0)-H,812.6979,650.6451,224.2014,407.4258,181.1836,179.0556
HexCer-NDS(d30:0/12:1)-H,810.6823,648.6295,222.1858,407.4258,179.168,179.0556
HexCer-NDS(d30:0/13:0)-H,826.7136,664.6608,238.2171,407.4258,195.1992,179.0556
HexCer-NDS(d30:0/13:1)-H,824.6979,662.6451,236.2014,407.4258,193.1836,179.0556
HexCer-NDS(d30:0/14:0)-H,840.7292,678.6764,252.2328,407.4258,209.2149,179.0556
HexCer-NDS(d30:0/14:1)-H,838.7136,676.6608,250.2171,407.4258,207.1992,179.0556
HexCer-NDS(d30:0/15:0)-H,854.7449,692.6921,266.2484,407.4258,223.2305,179.0556
HexCer-NDS(d30:0/15:1)-H,852.7292,690.6764,264.2328,407.4258,221.2149,179.0556
HexCer-NDS(d30:0/16:0)-H,868.7606,706.7077,280.264,407.4258,237.2462,179.0556
HexCer-NDS(d30:0/16:1)-H,866.7449,704.6921,278.2484,407.4258,235.2305,179.0556
HexCer-NDS(d30:0/16:2)-H,864.7292,702.6764,276.2328,407.4258,233.2149,179.0556
HexCer-NDS(d30:0/17:0)-H,882.7762,720.7234,294.2797,407.4258,251.2619,179.0556
HexCer-NDS(d30:0/18:0)-H,896.7919,734.739,308.2953,407.4258,265.2775,179.0556
HexCer-NDS(d30:0/18:1)-H,894.7762,732.7234,306.2797,407.4258,263.2618,179.0556
HexCer-NDS(d30:0/18:2)-H,892.7606,730.7077,304.264,407.4258,261.2462,179.0556
HexCer-NDS(d30:0/19:0)-H,910.8075,748.7547,322.311,407.4258,279.2932,179.0556
HexCer-NDS(d30:0/19:1)-H,908.7919,746.739,320.2953,407.4258,277.2775,179.0556
HexCer-NDS(d30:0/20:0)-H,924.8231,762.7703,336.3267,407.4258,293.3088,179.0556
HexCer-NDS(d30:0/20:1)-H,922.8075,760.7547,334.311,407.4258,291.2932,179.0556
HexCer-NDS(d30:0/20:2)-H,920.7919,758.739,332.2953,407.4258,289.2775,179.0556
HexCer-NDS(d30:0/21:0)-H,938.8388,776.7859,350.3423,407.4258,307.3245,179.0556
HexCer-NDS(d30:0/21:1)-H,936.8231,774.7703,348.3267,407.4258,305.3088,179.0556
HexCer-NDS(d30:0/22:0)-H,952.8544,790.8016,364.3579,407.4258,321.3401,179.0556
HexCer-NDS(d30:0/22:1)-H,950.8388,788.7859,362.3423,407.4258,319.3245,179.0556
HexCer-NDS(d30:0/22:2)-H,948.8231,786.7703,360.3267,407.4258,317.3088,179.0556
HexCer-NDS(d30:0/23:0)-H,966.8701,804.8173,378.3736,407.4258,335.3557,179.0556
HexCer-NDS(d30:0/23:1)-H,964.8544,802.8016,376.3579,407.4258,333.3401,179.0556
HexCer-NDS(d30:0/24:0)-H,980.8857,818.8329,392.3893,407.4258,349.3714,179.0556
HexCer-NDS(d30:0/24:1)-H,978.8701,816.8173,390.3736,407.4258,347.3557,179.0556
HexCer-NDS(d30:0/24:2)-H,976.8544,814.8016,388.3579,407.4258,345.3401,179.0556
HexCer-NDS(d30:0/25:0)-H,994.9014,832.8486,406.4049,407.4258,363.3871,179.0556
HexCer-NDS(d30:0/25:1)-H,992.8857,830.8329,404.3893,407.4258,361.3714,179.0556
HexCer-NDS(d30:0/26:0)-H,1008.917,846.8642,420.4206,407.4258,377.4027,179.0556
HexCer-NDS(d30:0/26:1)-H,1006.901,844.8486,418.4049,407.4258,375.3871,179.0556
HexCer-NDS(d30:0/26:2)-H,1004.886,842.8329,416.3893,407.4258,373.3714,179.0556
HexCer-NDS(d30:0/27:0)-H,1022.933,860.8799,434.4362,407.4258,391.4183,179.0556
HexCer-NDS(d30:0/27:1)-H,1020.917,858.8642,432.4206,407.4258,389.4027,179.0556
HexCer-NDS(d30:0/28:0)-H,1036.948,874.8955,448.4518,407.4258,405.434,179.0556
HexCer-NDS(d30:0/28:1)-H,1034.933,872.8799,446.4362,407.4258,403.4183,179.0556
HexCer-NDS(d30:0/28:2)-H,1032.917,870.8642,444.4206,407.4258,401.4027,179.0556
HexCer-NDS(d30:0/29:0)-H,1050.964,888.9112,462.4675,407.4258,419.4496,179.0556
HexCer-NDS(d30:0/29:1)-H,1048.948,886.8955,460.4518,407.4258,417.434,179.0556
HexCer-NDS(d30:0/30:0)-H,1064.98,902.9268,476.4832,407.4258,433.4653,179.0556
HexCer-NDS(d30:0/30:1)-H,1062.964,900.9112,474.4675,407.4258,431.4496,179.0556
HexCer-NDS(d30:0/30:2)-H,1060.948,898.8955,472.4518,407.4258,429.434,179.0556
HexCer-NDS(d30:0/31:0)-H,1078.995,916.9424,490.4988,407.4258,447.481,179.0556
HexCer-NDS(d30:0/31:1)-H,1076.98,914.9268,488.4832,407.4258,445.4653,179.0556
HexCer-NDS(d30:0/32:0)-H,1093.011,930.9581,504.5144,407.4258,461.4966,179.0556
HexCer-NDS(d30:0/32:1)-H,1090.995,928.9424,502.4988,407.4258,459.481,179.0556
HexCer-NDS(d30:0/32:2)-H,1088.98,926.9268,500.4832,407.4258,457.4653,179.0556
HexCer-NDS(d30:0/33:0)-H,1107.027,944.9738,518.5301,407.4258,475.5122,179.0556
HexCer-NDS(d30:0/33:1)-H,1105.011,942.9581,516.5145,407.4258,473.4966,179.0556
HexCer-NDS(d30:0/34:0)-H,1121.042,958.9894,532.5458,407.4258,489.5279,179.0556
HexCer-NDS(d30:0/34:1)-H,1119.027,956.9738,530.5301,407.4258,487.5122,179.0556
HexCer-NDS(d30:0/34:2)-H,1117.011,954.9581,528.5145,407.4258,485.4966,179.0556
HexCer-NDS(d30:0/35:0)-H,1135.058,973.0051,546.5614,407.4258,503.5435,179.0556
HexCer-NDS(d30:0/35:1)-H,1133.042,970.9894,544.5458,407.4258,501.5279,179.0556
HexCer-NDS(d30:0/36:0)-H,1149.074,987.0207,560.577,407.4258,517.5592,179.0556
HexCer-NDS(d30:0/36:1)-H,1147.058,985.0051,558.5614,407.4258,515.5436,179.0556
HexCer-NDS(d30:0/36:2)-H,1145.042,982.9894,556.5458,407.4258,513.5279,179.0556
HexCer-NDS(d30:0/38:0)-H,1177.105,1015.052,588.6083,407.4258,545.5905,179.0556
HexCer-NDS(d30:0/38:1)-H,1175.089,1013.036,586.5927,407.4258,543.5748,179.0556
HexCer-NDS(d30:0/38:2)-H,1173.074,1011.021,584.577,407.4258,541.5592,179.0556
HexCer-NDS(d30:0/40:0)-H,1205.136,1043.083,616.6396,407.4258,573.6218,179.0556
HexCer-NDS(d30:0/40:1)-H,1203.12,1041.068,614.624,407.4258,571.6061,179.0556
HexCer-NDS(d30:0/40:2)-H,1201.105,1039.052,612.6083,407.4258,569.5905,179.0556
HexCer-NDS(d30:0/42:0)-H,1233.167,1071.115,644.671,407.4258,601.6531,179.0556
HexCer-NDS(d30:0/42:1)-H,1231.152,1069.099,642.6553,407.4258,599.6375,179.0556
HexCer-NDS(d30:0/42:2)-H,1229.136,1067.083,640.6396,407.4258,597.6218,179.0556
