OxPE,[M+H]+,NL_head,head
OxPE(6:0(KeOKeO))+H,388.06398,247.04487,142.02639
OxPE(7:0(KeKe))+H,370.08979,229.07068,142.02639
OxPE(7:0(KeOKe))+H,386.08471,245.0656,142.02639
OxPE(7:0(KeOKeO))+H,402.07963,261.06052,142.02639
OxPE(8:0(KeKe))+H,384.10544,243.08633,142.02639
OxPE(8:0(KeKeO))+H,400.10036,259.08125,142.02639
OxPE(8:0(KeOKeO))+H,416.09528,275.07617,142.02639
OxPE(9:0(KeKe))+H,398.12109,257.10198,142.02639
OxPE(9:0(KeKeO))+H,414.11601,273.0969,142.02639
OxPE(9:0(KeOKeO))+H,430.11093,289.09182,142.02639
OxPE(9:1(KeKe))+H,396.10545,255.08634,142.02639
OxPE(9:1(KeKeO))+H,412.10037,271.08126,142.02639
OxPE(9:1(KeOKeO))+H,428.09529,287.07618,142.02639
