Cer-AS,[M-H]-,[M-O-H]-,[M-CO-3H]-,[M-CO-O-H]-,[Sph-3H]-,[Sph-O-3H]-,[FA+O-H]-,[FA+N-H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer-AS(d14:3/25:0)-H,618.5461,600.5356,586.5199,570.525,236.1656,220.1707,397.3687,396.3847,208.1707,379.3582,179.1441,177.1285,351.3633
Cer-AS(d14:3/25:1)-H,616.5305,598.5199,584.5043,568.5093,236.1656,220.1707,395.3531,394.369,208.1707,377.3425,179.1441,177.1285,349.3476
Cer-AS(d14:3/26:0)-H,632.5618,614.5512,600.5356,584.5406,236.1656,220.1707,411.3844,410.4004,208.1707,393.3738,179.1441,177.1285,365.3789
Cer-AS(d14:3/26:1)-H,630.5461,612.5356,598.5199,582.525,236.1656,220.1707,409.3687,408.3847,208.1707,391.3582,179.1441,177.1285,363.3633
Cer-AS(d14:3/26:2)-H,628.5305,610.5199,596.5043,580.5093,236.1656,220.1707,407.3531,406.369,208.1707,389.3425,179.1441,177.1285,361.3476
Cer-AS(d14:3/27:0)-H,646.5775,628.5669,614.5512,598.5563,236.1656,220.1707,425.4,424.416,208.1707,407.3895,179.1441,177.1285,379.3945
Cer-AS(d14:3/27:1)-H,644.5618,626.5512,612.5356,596.5406,236.1656,220.1707,423.3844,422.4004,208.1707,405.3738,179.1441,177.1285,377.3789
Cer-AS(d14:3/28:0)-H,660.5931,642.5825,628.5669,612.572,236.1656,220.1707,439.4157,438.4317,208.1707,421.4051,179.1441,177.1285,393.4102
Cer-AS(d14:3/28:1)-H,658.5775,640.5669,626.5512,610.5563,236.1656,220.1707,437.4,436.416,208.1707,419.3895,179.1441,177.1285,391.3945
Cer-AS(d14:3/28:2)-H,656.5618,638.5512,624.5356,608.5406,236.1656,220.1707,435.3844,434.4004,208.1707,417.3738,179.1441,177.1285,389.3789
Cer-AS(d14:3/29:0)-H,674.6088,656.5981,642.5825,626.5876,236.1656,220.1707,453.4313,452.4473,208.1707,435.4207,179.1441,177.1285,407.4258
Cer-AS(d14:3/29:1)-H,672.5931,654.5825,640.5669,624.572,236.1656,220.1707,451.4157,450.4317,208.1707,433.4051,179.1441,177.1285,405.4102
Cer-AS(d14:3/30:0)-H,688.6244,670.6138,656.5981,640.6033,236.1656,220.1707,467.447,466.463,208.1707,449.4364,179.1441,177.1285,421.4415
Cer-AS(d14:3/30:1)-H,686.6088,668.5981,654.5825,638.5876,236.1656,220.1707,465.4313,464.4473,208.1707,447.4207,179.1441,177.1285,419.4258
Cer-AS(d14:3/30:2)-H,684.5931,666.5825,652.5669,636.572,236.1656,220.1707,463.4157,462.4317,208.1707,445.4051,179.1441,177.1285,417.4102
Cer-AS(d14:3/31:0)-H,702.64,684.6295,670.6138,654.6189,236.1656,220.1707,481.4626,480.4786,208.1707,463.4521,179.1441,177.1285,435.4572
Cer-AS(d14:3/31:1)-H,700.6244,682.6138,668.5981,652.6033,236.1656,220.1707,479.447,478.463,208.1707,461.4364,179.1441,177.1285,433.4415
Cer-AS(d14:3/32:0)-H,716.6557,698.6451,684.6295,668.6345,236.1656,220.1707,495.4783,494.4943,208.1707,477.4677,179.1441,177.1285,449.4728
Cer-AS(d14:3/32:1)-H,714.64,696.6295,682.6138,666.6189,236.1656,220.1707,493.4626,492.4786,208.1707,475.4521,179.1441,177.1285,447.4572
Cer-AS(d14:3/32:2)-H,712.6244,694.6138,680.5981,664.6033,236.1656,220.1707,491.447,490.463,208.1707,473.4364,179.1441,177.1285,445.4415
Cer-AS(d14:3/33:0)-H,730.6713,712.6608,698.6451,682.6502,236.1656,220.1707,509.4939,508.5099,208.1707,491.4834,179.1441,177.1285,463.4884
Cer-AS(d14:3/33:1)-H,728.6557,710.6451,696.6295,680.6345,236.1656,220.1707,507.4783,506.4943,208.1707,489.4677,179.1441,177.1285,461.4728
Cer-AS(d14:3/34:0)-H,744.687,726.6764,712.6608,696.6658,236.1656,220.1707,523.5096,522.5256,208.1707,505.499,179.1441,177.1285,477.5041
Cer-AS(d14:3/34:1)-H,742.6713,724.6608,710.6451,694.6502,236.1656,220.1707,521.494,520.5099,208.1707,503.4834,179.1441,177.1285,475.4884
Cer-AS(d14:3/34:2)-H,740.6557,722.6451,708.6295,692.6345,236.1656,220.1707,519.4783,518.4943,208.1707,501.4677,179.1441,177.1285,473.4728
Cer-AS(d14:3/35:0)-H,758.7026,740.6921,726.6764,710.6815,236.1656,220.1707,537.5252,536.5412,208.1707,519.5146,179.1441,177.1285,491.5197
Cer-AS(d14:3/35:1)-H,756.687,738.6764,724.6608,708.6658,236.1656,220.1707,535.5096,534.5256,208.1707,517.499,179.1441,177.1285,489.5041
Cer-AS(d14:3/36:0)-H,772.7183,754.7077,740.6921,724.6971,236.1656,220.1707,551.5409,550.5569,208.1707,533.5303,179.1441,177.1285,505.5354
Cer-AS(d14:3/36:1)-H,770.7026,752.6921,738.6764,722.6815,236.1656,220.1707,549.5252,548.5412,208.1707,531.5146,179.1441,177.1285,503.5197
Cer-AS(d14:3/36:2)-H,768.687,750.6764,736.6608,720.6658,236.1656,220.1707,547.5096,546.5256,208.1707,529.499,179.1441,177.1285,501.5041
Cer-AS(d14:3/38:0)-H,800.7496,782.739,768.7234,752.7285,236.1656,220.1707,579.5722,578.5881,208.1707,561.5616,179.1441,177.1285,533.5667
Cer-AS(d14:3/38:1)-H,798.7339,780.7234,766.7077,750.7128,236.1656,220.1707,577.5565,576.5725,208.1707,559.546,179.1441,177.1285,531.551
Cer-AS(d14:3/38:2)-H,796.7183,778.7077,764.6921,748.6971,236.1656,220.1707,575.5409,574.5569,208.1707,557.5303,179.1441,177.1285,529.5354
Cer-AS(d14:3/40:0)-H,828.7809,810.7703,796.7547,780.7598,236.1656,220.1707,607.6035,606.6194,208.1707,589.5929,179.1441,177.1285,561.598
Cer-AS(d14:3/40:1)-H,826.7653,808.7547,794.739,778.7441,236.1656,220.1707,605.5878,604.6038,208.1707,587.5773,179.1441,177.1285,559.5823
Cer-AS(d14:3/40:2)-H,824.7496,806.739,792.7234,776.7285,236.1656,220.1707,603.5722,602.5881,208.1707,585.5616,179.1441,177.1285,557.5667
Cer-AS(d14:3/42:0)-H,856.8122,838.8016,824.7859,808.7911,236.1656,220.1707,635.6348,634.6508,208.1707,617.6242,179.1441,177.1285,589.6293
Cer-AS(d14:3/42:1)-H,854.7966,836.7859,822.7703,806.7754,236.1656,220.1707,633.6191,632.6351,208.1707,615.6086,179.1441,177.1285,587.6136
Cer-AS(d14:3/42:2)-H,852.7809,834.7703,820.7547,804.7598,236.1656,220.1707,631.6035,630.6194,208.1707,613.5929,179.1441,177.1285,585.598
Cer-AS(d15:1/12:0)-H,454.3896,436.3791,422.3634,406.3685,254.2126,238.2176,215.1653,214.1813,226.2176,197.1547,197.1911,195.1754,169.1598
Cer-AS(d15:1/12:1)-H,452.374,434.3634,420.3478,404.3528,254.2126,238.2176,213.1496,212.1656,226.2176,195.1391,197.1911,195.1754,167.1441
Cer-AS(d15:1/13:0)-H,468.4053,450.3947,436.3791,420.3842,254.2126,238.2176,229.1809,228.1969,226.2176,211.1704,197.1911,195.1754,183.1754
Cer-AS(d15:1/13:1)-H,466.3896,448.3791,434.3634,418.3685,254.2126,238.2176,227.1653,226.1813,226.2176,209.1547,197.1911,195.1754,181.1598
Cer-AS(d15:1/14:0)-H,482.4209,464.4104,450.3947,434.3998,254.2126,238.2176,243.1966,242.2126,226.2176,225.186,197.1911,195.1754,197.1911
Cer-AS(d15:1/14:1)-H,480.4053,462.3947,448.3791,432.3842,254.2126,238.2176,241.1809,240.1969,226.2176,223.1704,197.1911,195.1754,195.1754
Cer-AS(d15:1/15:0)-H,496.4366,478.426,464.4104,448.4154,254.2126,238.2176,257.2122,256.2282,226.2176,239.2017,197.1911,195.1754,211.2067
Cer-AS(d15:1/15:1)-H,494.4209,476.4104,462.3947,446.3998,254.2126,238.2176,255.1966,254.2126,226.2176,237.186,197.1911,195.1754,209.1911
Cer-AS(d15:1/16:0)-H,510.4522,492.4417,478.426,462.4311,254.2126,238.2176,271.2279,270.2439,226.2176,253.2173,197.1911,195.1754,225.2224
Cer-AS(d15:1/16:1)-H,508.4366,490.426,476.4104,460.4154,254.2126,238.2176,269.2122,268.2282,226.2176,251.2017,197.1911,195.1754,223.2067
Cer-AS(d15:1/16:2)-H,506.4209,488.4104,474.3947,458.3998,254.2126,238.2176,267.1966,266.2126,226.2176,249.186,197.1911,195.1754,221.1911
Cer-AS(d15:1/17:0)-H,524.4679,506.4573,492.4417,476.4467,254.2126,238.2176,285.2435,284.2595,226.2176,267.233,197.1911,195.1754,239.238
Cer-AS(d15:1/18:0)-H,538.4835,520.473,506.4573,490.4624,254.2126,238.2176,299.2592,298.2751,226.2176,281.2486,197.1911,195.1754,253.2537
Cer-AS(d15:1/18:1)-H,536.4679,518.4573,504.4417,488.4467,254.2126,238.2176,297.2435,296.2595,226.2176,279.233,197.1911,195.1754,251.238
Cer-AS(d15:1/18:2)-H,534.4523,516.4417,502.426,486.4311,254.2126,238.2176,295.2279,294.2439,226.2176,277.2173,197.1911,195.1754,249.2224
Cer-AS(d15:1/19:0)-H,552.4992,534.4886,520.473,504.4781,254.2126,238.2176,313.2748,312.2908,226.2176,295.2643,197.1911,195.1754,267.2693
Cer-AS(d15:1/19:1)-H,550.4835,532.473,518.4573,502.4624,254.2126,238.2176,311.2592,310.2751,226.2176,293.2486,197.1911,195.1754,265.2537
Cer-AS(d15:1/20:0)-H,566.5148,548.5043,534.4886,518.4937,254.2126,238.2176,327.2905,326.3065,226.2176,309.2799,197.1911,195.1754,281.285
Cer-AS(d15:1/20:1)-H,564.4992,546.4886,532.473,516.478,254.2126,238.2176,325.2748,324.2908,226.2176,307.2643,197.1911,195.1754,279.2693
Cer-AS(d15:1/20:2)-H,562.4835,544.473,530.4573,514.4624,254.2126,238.2176,323.2592,322.2751,226.2176,305.2486,197.1911,195.1754,277.2537
Cer-AS(d15:1/21:0)-H,580.5305,562.5199,548.5043,532.5093,254.2126,238.2176,341.3061,340.3221,226.2176,323.2956,197.1911,195.1754,295.3006
Cer-AS(d15:1/21:1)-H,578.5148,560.5043,546.4886,530.4937,254.2126,238.2176,339.2905,338.3065,226.2176,321.2799,197.1911,195.1754,293.285
Cer-AS(d15:1/22:0)-H,594.5461,576.5356,562.5199,546.525,254.2126,238.2176,355.3218,354.3378,226.2176,337.3112,197.1911,195.1754,309.3163
Cer-AS(d15:1/22:1)-H,592.5305,574.5199,560.5043,544.5093,254.2126,238.2176,353.3061,352.3221,226.2176,335.2956,197.1911,195.1754,307.3006
Cer-AS(d15:1/22:2)-H,590.5148,572.5043,558.4886,542.4937,254.2126,238.2176,351.2905,350.3065,226.2176,333.2799,197.1911,195.1754,305.285
Cer-AS(d15:1/23:0)-H,608.5618,590.5512,576.5356,560.5406,254.2126,238.2176,369.3374,368.3534,226.2176,351.3269,197.1911,195.1754,323.3319
Cer-AS(d15:1/23:1)-H,606.5461,588.5356,574.5199,558.525,254.2126,238.2176,367.3218,366.3378,226.2176,349.3112,197.1911,195.1754,321.3163
Cer-AS(d15:1/24:0)-H,622.5775,604.5669,590.5512,574.5563,254.2126,238.2176,383.3531,382.369,226.2176,365.3425,197.1911,195.1754,337.3476
Cer-AS(d15:1/24:1)-H,620.5618,602.5512,588.5356,572.5406,254.2126,238.2176,381.3374,380.3534,226.2176,363.3269,197.1911,195.1754,335.3319
Cer-AS(d15:1/24:2)-H,618.5461,600.5356,586.5199,570.525,254.2126,238.2176,379.3218,378.3378,226.2176,361.3112,197.1911,195.1754,333.3163
Cer-AS(d15:1/25:0)-H,636.5931,618.5825,604.5669,588.572,254.2126,238.2176,397.3687,396.3847,226.2176,379.3582,197.1911,195.1754,351.3633
Cer-AS(d15:1/25:1)-H,634.5775,616.5669,602.5512,586.5563,254.2126,238.2176,395.3531,394.369,226.2176,377.3425,197.1911,195.1754,349.3476
Cer-AS(d15:1/26:0)-H,650.6088,632.5981,618.5825,602.5876,254.2126,238.2176,411.3844,410.4004,226.2176,393.3738,197.1911,195.1754,365.3789
Cer-AS(d15:1/26:1)-H,648.5931,630.5825,616.5669,600.572,254.2126,238.2176,409.3687,408.3847,226.2176,391.3582,197.1911,195.1754,363.3633
Cer-AS(d15:1/26:2)-H,646.5775,628.5669,614.5512,598.5563,254.2126,238.2176,407.3531,406.369,226.2176,389.3425,197.1911,195.1754,361.3476
Cer-AS(d15:1/27:0)-H,664.6244,646.6138,632.5981,616.6033,254.2126,238.2176,425.4,424.416,226.2176,407.3895,197.1911,195.1754,379.3945
Cer-AS(d15:1/27:1)-H,662.6088,644.5981,630.5825,614.5876,254.2126,238.2176,423.3844,422.4004,226.2176,405.3738,197.1911,195.1754,377.3789
Cer-AS(d15:1/28:0)-H,678.64,660.6295,646.6138,630.6189,254.2126,238.2176,439.4157,438.4317,226.2176,421.4051,197.1911,195.1754,393.4102
Cer-AS(d15:1/28:1)-H,676.6244,658.6138,644.5981,628.6033,254.2126,238.2176,437.4,436.416,226.2176,419.3895,197.1911,195.1754,391.3945
Cer-AS(d15:1/28:2)-H,674.6088,656.5981,642.5825,626.5876,254.2126,238.2176,435.3844,434.4004,226.2176,417.3738,197.1911,195.1754,389.3789
Cer-AS(d15:1/29:0)-H,692.6557,674.6451,660.6295,644.6345,254.2126,238.2176,453.4313,452.4473,226.2176,435.4207,197.1911,195.1754,407.4258
Cer-AS(d15:1/29:1)-H,690.64,672.6295,658.6138,642.6189,254.2126,238.2176,451.4157,450.4317,226.2176,433.4051,197.1911,195.1754,405.4102
Cer-AS(d15:1/30:0)-H,706.6713,688.6608,674.6451,658.6502,254.2126,238.2176,467.447,466.463,226.2176,449.4364,197.1911,195.1754,421.4415
Cer-AS(d15:1/30:1)-H,704.6557,686.6451,672.6295,656.6345,254.2126,238.2176,465.4313,464.4473,226.2176,447.4207,197.1911,195.1754,419.4258
Cer-AS(d15:1/30:2)-H,702.64,684.6295,670.6138,654.6189,254.2126,238.2176,463.4157,462.4317,226.2176,445.4051,197.1911,195.1754,417.4102
Cer-AS(d15:1/31:0)-H,720.687,702.6764,688.6608,672.6658,254.2126,238.2176,481.4626,480.4786,226.2176,463.4521,197.1911,195.1754,435.4572
Cer-AS(d15:1/31:1)-H,718.6713,700.6608,686.6451,670.6502,254.2126,238.2176,479.447,478.463,226.2176,461.4364,197.1911,195.1754,433.4415
Cer-AS(d15:1/32:0)-H,734.7026,716.6921,702.6764,686.6815,254.2126,238.2176,495.4783,494.4943,226.2176,477.4677,197.1911,195.1754,449.4728
Cer-AS(d15:1/32:1)-H,732.687,714.6764,700.6608,684.6658,254.2126,238.2176,493.4626,492.4786,226.2176,475.4521,197.1911,195.1754,447.4572
Cer-AS(d15:1/32:2)-H,730.6713,712.6608,698.6451,682.6502,254.2126,238.2176,491.447,490.463,226.2176,473.4364,197.1911,195.1754,445.4415
Cer-AS(d15:1/33:0)-H,748.7183,730.7077,716.6921,700.6971,254.2126,238.2176,509.4939,508.5099,226.2176,491.4834,197.1911,195.1754,463.4884
Cer-AS(d15:1/33:1)-H,746.7026,728.6921,714.6764,698.6815,254.2126,238.2176,507.4783,506.4943,226.2176,489.4677,197.1911,195.1754,461.4728
Cer-AS(d15:1/34:0)-H,762.7339,744.7234,730.7077,714.7128,254.2126,238.2176,523.5096,522.5256,226.2176,505.499,197.1911,195.1754,477.5041
Cer-AS(d15:1/34:1)-H,760.7183,742.7077,728.6921,712.6971,254.2126,238.2176,521.494,520.5099,226.2176,503.4834,197.1911,195.1754,475.4884
Cer-AS(d15:1/34:2)-H,758.7026,740.6921,726.6764,710.6815,254.2126,238.2176,519.4783,518.4943,226.2176,501.4677,197.1911,195.1754,473.4728
Cer-AS(d15:1/35:0)-H,776.7496,758.739,744.7234,728.7285,254.2126,238.2176,537.5252,536.5412,226.2176,519.5146,197.1911,195.1754,491.5197
Cer-AS(d15:1/35:1)-H,774.7339,756.7234,742.7077,726.7128,254.2126,238.2176,535.5096,534.5256,226.2176,517.499,197.1911,195.1754,489.5041
Cer-AS(d15:1/36:0)-H,790.7653,772.7547,758.739,742.7441,254.2126,238.2176,551.5409,550.5569,226.2176,533.5303,197.1911,195.1754,505.5354
Cer-AS(d15:1/36:1)-H,788.7496,770.739,756.7234,740.7285,254.2126,238.2176,549.5252,548.5412,226.2176,531.5146,197.1911,195.1754,503.5197
Cer-AS(d15:1/36:2)-H,786.7339,768.7234,754.7077,738.7128,254.2126,238.2176,547.5096,546.5256,226.2176,529.499,197.1911,195.1754,501.5041
Cer-AS(d15:1/38:0)-H,818.7966,800.7859,786.7703,770.7754,254.2126,238.2176,579.5722,578.5881,226.2176,561.5616,197.1911,195.1754,533.5667
Cer-AS(d15:1/38:1)-H,816.7809,798.7703,784.7547,768.7598,254.2126,238.2176,577.5565,576.5725,226.2176,559.546,197.1911,195.1754,531.551
Cer-AS(d15:1/38:2)-H,814.7653,796.7547,782.739,766.7441,254.2126,238.2176,575.5409,574.5569,226.2176,557.5303,197.1911,195.1754,529.5354
Cer-AS(d15:1/40:0)-H,846.8278,828.8173,814.8016,798.8067,254.2126,238.2176,607.6035,606.6194,226.2176,589.5929,197.1911,195.1754,561.598
Cer-AS(d15:1/40:1)-H,844.8122,826.8016,812.7859,796.7911,254.2126,238.2176,605.5878,604.6038,226.2176,587.5773,197.1911,195.1754,559.5823
Cer-AS(d15:1/40:2)-H,842.7966,824.7859,810.7703,794.7754,254.2126,238.2176,603.5722,602.5881,226.2176,585.5616,197.1911,195.1754,557.5667
Cer-AS(d15:1/42:0)-H,874.8591,856.8486,842.8329,826.838,254.2126,238.2176,635.6348,634.6508,226.2176,617.6242,197.1911,195.1754,589.6293
Cer-AS(d15:1/42:1)-H,872.8435,854.8329,840.8173,824.8223,254.2126,238.2176,633.6191,632.6351,226.2176,615.6086,197.1911,195.1754,587.6136
Cer-AS(d15:1/42:2)-H,870.8278,852.8173,838.8016,822.8067,254.2126,238.2176,631.6035,630.6194,226.2176,613.5929,197.1911,195.1754,585.598
Cer-AS(d15:2/12:0)-H,452.374,434.3634,420.3478,404.3528,252.1969,236.202,215.1653,214.1813,224.202,197.1547,195.1754,193.1598,169.1598
Cer-AS(d15:2/12:1)-H,450.3583,432.3478,418.3321,402.3372,252.1969,236.202,213.1496,212.1656,224.202,195.1391,195.1754,193.1598,167.1441
Cer-AS(d15:2/13:0)-H,466.3896,448.3791,434.3634,418.3685,252.1969,236.202,229.1809,228.1969,224.202,211.1704,195.1754,193.1598,183.1754
Cer-AS(d15:2/13:1)-H,464.374,446.3634,432.3478,416.3528,252.1969,236.202,227.1653,226.1813,224.202,209.1547,195.1754,193.1598,181.1598
Cer-AS(d15:2/14:0)-H,480.4053,462.3947,448.3791,432.3842,252.1969,236.202,243.1966,242.2126,224.202,225.186,195.1754,193.1598,197.1911
Cer-AS(d15:2/14:1)-H,478.3896,460.3791,446.3634,430.3685,252.1969,236.202,241.1809,240.1969,224.202,223.1704,195.1754,193.1598,195.1754
Cer-AS(d15:2/15:0)-H,494.4209,476.4104,462.3947,446.3998,252.1969,236.202,257.2122,256.2282,224.202,239.2017,195.1754,193.1598,211.2067
Cer-AS(d15:2/15:1)-H,492.4053,474.3947,460.3791,444.3842,252.1969,236.202,255.1966,254.2126,224.202,237.186,195.1754,193.1598,209.1911
Cer-AS(d15:2/16:0)-H,508.4366,490.426,476.4104,460.4154,252.1969,236.202,271.2279,270.2439,224.202,253.2173,195.1754,193.1598,225.2224
Cer-AS(d15:2/16:1)-H,506.4209,488.4104,474.3947,458.3998,252.1969,236.202,269.2122,268.2282,224.202,251.2017,195.1754,193.1598,223.2067
Cer-AS(d15:2/16:2)-H,504.4053,486.3947,472.3791,456.3842,252.1969,236.202,267.1966,266.2126,224.202,249.186,195.1754,193.1598,221.1911
Cer-AS(d15:2/17:0)-H,522.4523,504.4417,490.426,474.4311,252.1969,236.202,285.2435,284.2595,224.202,267.233,195.1754,193.1598,239.238
Cer-AS(d15:2/18:0)-H,536.4679,518.4573,504.4417,488.4467,252.1969,236.202,299.2592,298.2751,224.202,281.2486,195.1754,193.1598,253.2537
Cer-AS(d15:2/18:1)-H,534.4523,516.4417,502.426,486.4311,252.1969,236.202,297.2435,296.2595,224.202,279.233,195.1754,193.1598,251.238
Cer-AS(d15:2/18:2)-H,532.4366,514.426,500.4104,484.4154,252.1969,236.202,295.2279,294.2439,224.202,277.2173,195.1754,193.1598,249.2224
Cer-AS(d15:2/19:0)-H,550.4835,532.473,518.4573,502.4624,252.1969,236.202,313.2748,312.2908,224.202,295.2643,195.1754,193.1598,267.2693
Cer-AS(d15:2/19:1)-H,548.4679,530.4573,516.4417,500.4467,252.1969,236.202,311.2592,310.2751,224.202,293.2486,195.1754,193.1598,265.2537
Cer-AS(d15:2/20:0)-H,564.4992,546.4886,532.473,516.478,252.1969,236.202,327.2905,326.3065,224.202,309.2799,195.1754,193.1598,281.285
Cer-AS(d15:2/20:1)-H,562.4835,544.473,530.4573,514.4624,252.1969,236.202,325.2748,324.2908,224.202,307.2643,195.1754,193.1598,279.2693
Cer-AS(d15:2/20:2)-H,560.4679,542.4573,528.4417,512.4468,252.1969,236.202,323.2592,322.2751,224.202,305.2486,195.1754,193.1598,277.2537
Cer-AS(d15:2/21:0)-H,578.5148,560.5043,546.4886,530.4937,252.1969,236.202,341.3061,340.3221,224.202,323.2956,195.1754,193.1598,295.3006
Cer-AS(d15:2/21:1)-H,576.4992,558.4886,544.473,528.478,252.1969,236.202,339.2905,338.3065,224.202,321.2799,195.1754,193.1598,293.285
Cer-AS(d15:2/22:0)-H,592.5305,574.5199,560.5043,544.5093,252.1969,236.202,355.3218,354.3378,224.202,337.3112,195.1754,193.1598,309.3163
Cer-AS(d15:2/22:1)-H,590.5148,572.5043,558.4886,542.4937,252.1969,236.202,353.3061,352.3221,224.202,335.2956,195.1754,193.1598,307.3006
Cer-AS(d15:2/22:2)-H,588.4992,570.4886,556.473,540.478,252.1969,236.202,351.2905,350.3065,224.202,333.2799,195.1754,193.1598,305.285
Cer-AS(d15:2/23:0)-H,606.5461,588.5356,574.5199,558.525,252.1969,236.202,369.3374,368.3534,224.202,351.3269,195.1754,193.1598,323.3319
Cer-AS(d15:2/23:1)-H,604.5305,586.5199,572.5043,556.5093,252.1969,236.202,367.3218,366.3378,224.202,349.3112,195.1754,193.1598,321.3163
Cer-AS(d15:2/24:0)-H,620.5618,602.5512,588.5356,572.5406,252.1969,236.202,383.3531,382.369,224.202,365.3425,195.1754,193.1598,337.3476
Cer-AS(d15:2/24:1)-H,618.5461,600.5356,586.5199,570.525,252.1969,236.202,381.3374,380.3534,224.202,363.3269,195.1754,193.1598,335.3319
Cer-AS(d15:2/24:2)-H,616.5305,598.5199,584.5043,568.5093,252.1969,236.202,379.3218,378.3378,224.202,361.3112,195.1754,193.1598,333.3163
Cer-AS(d15:2/25:0)-H,634.5775,616.5669,602.5512,586.5563,252.1969,236.202,397.3687,396.3847,224.202,379.3582,195.1754,193.1598,351.3633
Cer-AS(d15:2/25:1)-H,632.5618,614.5512,600.5356,584.5406,252.1969,236.202,395.3531,394.369,224.202,377.3425,195.1754,193.1598,349.3476
Cer-AS(d15:2/26:0)-H,648.5931,630.5825,616.5669,600.572,252.1969,236.202,411.3844,410.4004,224.202,393.3738,195.1754,193.1598,365.3789
Cer-AS(d15:2/26:1)-H,646.5775,628.5669,614.5512,598.5563,252.1969,236.202,409.3687,408.3847,224.202,391.3582,195.1754,193.1598,363.3633
Cer-AS(d15:2/26:2)-H,644.5618,626.5512,612.5356,596.5406,252.1969,236.202,407.3531,406.369,224.202,389.3425,195.1754,193.1598,361.3476
Cer-AS(d15:2/27:0)-H,662.6088,644.5981,630.5825,614.5876,252.1969,236.202,425.4,424.416,224.202,407.3895,195.1754,193.1598,379.3945
Cer-AS(d15:2/27:1)-H,660.5931,642.5825,628.5669,612.572,252.1969,236.202,423.3844,422.4004,224.202,405.3738,195.1754,193.1598,377.3789
Cer-AS(d15:2/28:0)-H,676.6244,658.6138,644.5981,628.6033,252.1969,236.202,439.4157,438.4317,224.202,421.4051,195.1754,193.1598,393.4102
Cer-AS(d15:2/28:1)-H,674.6088,656.5981,642.5825,626.5876,252.1969,236.202,437.4,436.416,224.202,419.3895,195.1754,193.1598,391.3945
Cer-AS(d15:2/28:2)-H,672.5931,654.5825,640.5669,624.572,252.1969,236.202,435.3844,434.4004,224.202,417.3738,195.1754,193.1598,389.3789
Cer-AS(d15:2/29:0)-H,690.64,672.6295,658.6138,642.6189,252.1969,236.202,453.4313,452.4473,224.202,435.4207,195.1754,193.1598,407.4258
Cer-AS(d15:2/29:1)-H,688.6244,670.6138,656.5981,640.6033,252.1969,236.202,451.4157,450.4317,224.202,433.4051,195.1754,193.1598,405.4102
Cer-AS(d15:2/30:0)-H,704.6557,686.6451,672.6295,656.6345,252.1969,236.202,467.447,466.463,224.202,449.4364,195.1754,193.1598,421.4415
Cer-AS(d15:2/30:1)-H,702.64,684.6295,670.6138,654.6189,252.1969,236.202,465.4313,464.4473,224.202,447.4207,195.1754,193.1598,419.4258
Cer-AS(d15:2/30:2)-H,700.6244,682.6138,668.5981,652.6033,252.1969,236.202,463.4157,462.4317,224.202,445.4051,195.1754,193.1598,417.4102
Cer-AS(d15:2/31:0)-H,718.6713,700.6608,686.6451,670.6502,252.1969,236.202,481.4626,480.4786,224.202,463.4521,195.1754,193.1598,435.4572
Cer-AS(d15:2/31:1)-H,716.6557,698.6451,684.6295,668.6345,252.1969,236.202,479.447,478.463,224.202,461.4364,195.1754,193.1598,433.4415
Cer-AS(d15:2/32:0)-H,732.687,714.6764,700.6608,684.6658,252.1969,236.202,495.4783,494.4943,224.202,477.4677,195.1754,193.1598,449.4728
Cer-AS(d15:2/32:1)-H,730.6713,712.6608,698.6451,682.6502,252.1969,236.202,493.4626,492.4786,224.202,475.4521,195.1754,193.1598,447.4572
Cer-AS(d15:2/32:2)-H,728.6557,710.6451,696.6295,680.6345,252.1969,236.202,491.447,490.463,224.202,473.4364,195.1754,193.1598,445.4415
Cer-AS(d15:2/33:0)-H,746.7026,728.6921,714.6764,698.6815,252.1969,236.202,509.4939,508.5099,224.202,491.4834,195.1754,193.1598,463.4884
Cer-AS(d15:2/33:1)-H,744.687,726.6764,712.6608,696.6658,252.1969,236.202,507.4783,506.4943,224.202,489.4677,195.1754,193.1598,461.4728
Cer-AS(d15:2/34:0)-H,760.7183,742.7077,728.6921,712.6971,252.1969,236.202,523.5096,522.5256,224.202,505.499,195.1754,193.1598,477.5041
Cer-AS(d15:2/34:1)-H,758.7026,740.6921,726.6764,710.6815,252.1969,236.202,521.494,520.5099,224.202,503.4834,195.1754,193.1598,475.4884
