PEtOH,[M-H]-,NL of SN1,NL of SN2,FA SN2,FA SN1,[C5H11O5P-H]-
PEtOH(19:1_21:2)-H,781.5753,503.3145,477.2989,321.2792,295.2635,181.0271
PEtOH(22:0_19:1)-H,799.6222,477.2989,521.3615,295.2635,339.3261,181.0271
PEtOH(19:1_22:1)-H,797.6065,519.3457,477.2988,337.3105,295.2635,181.0271
PEtOH(19:1_22:2)-H,795.5909,517.3301,477.2988,335.2948,295.2635,181.0271
PEtOH(19:1_22:3)-H,793.5753,515.3145,477.2989,333.2792,295.2635,181.0271
PEtOH(19:1_22:4)-H,791.5596,513.2988,477.2988,331.2635,295.2635,181.0271
PEtOH(19:1_22:5)-H,789.544,511.2832,477.2989,329.2479,295.2635,181.0271
PEtOH(19:1_22:6)-H,787.5283,509.2675,477.2988,327.2323,295.2635,181.0271
PEtOH(23:0_19:1)-H,813.6378,477.2988,535.377,295.2635,353.3417,181.0271
PEtOH(24:0_19:1)-H,827.6535,477.2989,549.3927,295.2635,367.3574,181.0271
PEtOH(19:1_24:1)-H,825.6378,547.377,477.2988,365.3417,295.2635,181.0271
PEtOH(19:1_24:2)-H,823.6222,545.3615,477.2989,363.3261,295.2635,181.0271
PEtOH(19:1_24:4)-H,819.5909,541.3301,477.2988,359.2948,295.2635,181.0271
PEtOH(25:0_19:1)-H,841.6693,477.299,563.4084,295.2635,381.373,181.0271
PEtOH(26:0_19:1)-H,855.6848,477.2989,577.424,295.2635,395.3887,181.0271
PEtOH(19:1_26:1)-H,853.6693,575.4084,477.299,393.373,295.2635,181.0271
PEtOH(19:1_26:2)-H,851.6535,573.3927,477.2989,391.3574,295.2635,181.0271
PEtOH(19:1_26:4)-H,847.6222,569.3615,477.2989,387.3261,295.2635,181.0271
PEtOH(27:0_19:1)-H,869.7005,477.299,591.4397,295.2635,409.4043,181.0271
PEtOH(19:2_19:2)-H,751.5283,475.2832,475.2832,293.2479,293.2479,181.0271
PEtOH(20:0_19:2)-H,769.5753,475.2832,493.3302,293.2479,311.2948,181.0271
PEtOH(20:1_19:2)-H,767.5596,475.2832,491.3145,293.2479,309.2792,181.0271
PEtOH(19:2_20:2)-H,765.544,489.2989,475.2832,307.2635,293.2479,181.0271
PEtOH(19:2_20:3)-H,763.5283,487.2832,475.2832,305.2479,293.2479,181.0271
PEtOH(19:2_20:4)-H,761.5127,485.2675,475.2832,303.2323,293.2479,181.0271
PEtOH(19:2_20:5)-H,759.497,483.2519,475.2831,301.2166,293.2479,181.0271
PEtOH(21:0_19:2)-H,783.5909,475.2832,507.3458,293.2479,325.3105,181.0271
PEtOH(21:1_19:2)-H,781.5753,475.2832,505.3302,293.2479,323.2948,181.0271
PEtOH(19:2_21:2)-H,779.5596,503.3145,475.2832,321.2792,293.2479,181.0271
PEtOH(22:0_19:2)-H,797.6065,475.2832,521.3614,293.2479,339.3261,181.0271
PEtOH(22:1_19:2)-H,795.5909,475.2832,519.3458,293.2479,337.3105,181.0271
PEtOH(19:2_22:2)-H,793.5753,517.3301,475.2832,335.2948,293.2479,181.0271
PEtOH(19:2_22:3)-H,791.5596,515.3145,475.2832,333.2792,293.2479,181.0271
PEtOH(19:2_22:4)-H,789.544,513.2989,475.2832,331.2635,293.2479,181.0271
PEtOH(19:2_22:5)-H,787.5283,511.2832,475.2832,329.2479,293.2479,181.0271
PEtOH(19:2_22:6)-H,785.5127,509.2675,475.2832,327.2323,293.2479,181.0271
PEtOH(23:0_19:2)-H,811.6222,475.2832,535.3771,293.2479,353.3417,181.0271
PEtOH(24:0_19:2)-H,825.6378,475.2832,549.3926,293.2479,367.3574,181.0271
PEtOH(24:1_19:2)-H,823.6222,475.2832,547.3771,293.2479,365.3417,181.0271
PEtOH(19:2_24:2)-H,821.6065,545.3614,475.2832,363.3261,293.2479,181.0271
PEtOH(19:2_24:4)-H,817.5753,541.3301,475.2832,359.2948,293.2479,181.0271
PEtOH(25:0_19:2)-H,839.6535,475.2832,563.4084,293.2479,381.373,181.0271
PEtOH(26:0_19:2)-H,853.6693,475.2833,577.4241,293.2479,395.3887,181.0271
PEtOH(26:1_19:2)-H,851.6535,475.2832,575.4084,293.2479,393.373,181.0271
PEtOH(19:2_26:2)-H,849.6378,573.3926,475.2832,391.3574,293.2479,181.0271
PEtOH(19:2_26:4)-H,845.6065,569.3614,475.2832,387.3261,293.2479,181.0271
PEtOH(27:0_19:2)-H,867.6848,475.2833,591.4396,293.2479,409.4043,181.0271
PEtOH(20:0_20:0)-H,787.6222,493.3301,493.3301,311.2948,311.2948,181.0271
PEtOH(20:0_20:1)-H,785.6065,491.3145,493.3301,309.2792,311.2948,181.0271
PEtOH(20:0_20:2)-H,783.5909,489.2988,493.3301,307.2635,311.2948,181.0271
PEtOH(20:0_20:3)-H,781.5753,487.2832,493.3302,305.2479,311.2948,181.0271
PEtOH(20:0_20:4)-H,779.5596,485.2675,493.3301,303.2323,311.2948,181.0271
PEtOH(20:0_20:5)-H,777.544,483.252,493.3301,301.2166,311.2948,181.0271
PEtOH(20:0_21:0)-H,801.6378,507.3457,493.3301,325.3105,311.2948,181.0271
PEtOH(20:0_21:1)-H,799.6222,505.3301,493.3301,323.2948,311.2948,181.0271
PEtOH(20:0_21:2)-H,797.6065,503.3145,493.3301,321.2792,311.2948,181.0271
PEtOH(20:0_22:0)-H,815.6535,521.3615,493.3302,339.3261,311.2948,181.0271
PEtOH(20:0_22:1)-H,813.6378,519.3458,493.3301,337.3105,311.2948,181.0271
PEtOH(20:0_22:2)-H,811.6222,517.3301,493.3301,335.2948,311.2948,181.0271
PEtOH(20:0_22:3)-H,809.6065,515.3145,493.3301,333.2792,311.2948,181.0271
PEtOH(20:0_22:4)-H,807.5909,513.2988,493.3301,331.2635,311.2948,181.0271
PEtOH(20:0_22:5)-H,805.5753,511.2832,493.3302,329.2479,311.2948,181.0271
PEtOH(20:0_22:6)-H,803.5596,509.2675,493.3301,327.2323,311.2948,181.0271
PEtOH(20:0_23:0)-H,829.6693,535.3771,493.3302,353.3417,311.2948,181.0271
PEtOH(20:0_24:0)-H,843.6848,549.3928,493.3302,367.3574,311.2948,181.0271
PEtOH(20:0_24:1)-H,841.6693,547.3771,493.3302,365.3417,311.2948,181.0271
PEtOH(20:0_24:2)-H,839.6535,545.3615,493.3302,363.3261,311.2948,181.0271
PEtOH(20:0_24:4)-H,835.6222,541.3301,493.3301,359.2948,311.2948,181.0271
PEtOH(20:0_25:0)-H,857.7005,563.4084,493.3302,381.373,311.2948,181.0271
PEtOH(20:0_26:0)-H,871.7161,577.424,493.3302,395.3887,311.2948,181.0271
PEtOH(20:0_26:1)-H,869.7005,575.4084,493.3302,393.373,311.2948,181.0271
PEtOH(20:0_26:2)-H,867.6848,573.3928,493.3302,391.3574,311.2948,181.0271
PEtOH(20:0_26:4)-H,863.6535,569.3615,493.3302,387.3261,311.2948,181.0271
PEtOH(20:0_27:0)-H,885.7318,591.4398,493.3303,409.4043,311.2948,181.0271
PEtOH(20:1_20:1)-H,783.5909,491.3145,491.3145,309.2792,309.2792,181.0271
PEtOH(20:1_20:2)-H,781.5753,489.2989,491.3145,307.2635,309.2792,181.0271
PEtOH(20:1_20:3)-H,779.5596,487.2832,491.3145,305.2479,309.2792,181.0271
PEtOH(20:1_20:4)-H,777.544,485.2676,491.3145,303.2323,309.2792,181.0271
PEtOH(20:1_20:5)-H,775.5283,483.2519,491.3145,301.2166,309.2792,181.0271
PEtOH(21:0_20:1)-H,799.6222,491.3145,507.3458,309.2792,325.3105,181.0271
PEtOH(20:1_21:1)-H,797.6065,505.3301,491.3145,323.2948,309.2792,181.0271
PEtOH(20:1_21:2)-H,795.5909,503.3145,491.3145,321.2792,309.2792,181.0271
PEtOH(22:0_20:1)-H,813.6378,491.3145,521.3614,309.2792,339.3261,181.0271
PEtOH(20:1_22:1)-H,811.6222,519.3458,491.3145,337.3105,309.2792,181.0271
PEtOH(20:1_22:2)-H,809.6065,517.3301,491.3145,335.2948,309.2792,181.0271
PEtOH(20:1_22:3)-H,807.5909,515.3145,491.3145,333.2792,309.2792,181.0271
PEtOH(20:1_22:4)-H,805.5753,513.2989,491.3145,331.2635,309.2792,181.0271
PEtOH(20:1_22:5)-H,803.5596,511.2832,491.3145,329.2479,309.2792,181.0271
PEtOH(20:1_22:6)-H,801.544,509.2676,491.3145,327.2323,309.2792,181.0271
PEtOH(23:0_20:1)-H,827.6535,491.3145,535.3771,309.2792,353.3417,181.0271
PEtOH(24:0_20:1)-H,841.6693,491.3146,549.3928,309.2792,367.3574,181.0271
PEtOH(20:1_24:1)-H,839.6535,547.3771,491.3145,365.3417,309.2792,181.0271
PEtOH(20:1_24:2)-H,837.6378,545.3614,491.3145,363.3261,309.2792,181.0271
PEtOH(20:1_24:4)-H,833.6065,541.3301,491.3145,359.2948,309.2792,181.0271
PEtOH(25:0_20:1)-H,855.6848,491.3145,563.4084,309.2792,381.373,181.0271
PEtOH(26:0_20:1)-H,869.7005,491.3146,577.4241,309.2792,395.3887,181.0271
PEtOH(20:1_26:1)-H,867.6848,575.4084,491.3145,393.373,309.2792,181.0271
PEtOH(20:1_26:2)-H,865.6693,573.3928,491.3146,391.3574,309.2792,181.0271
PEtOH(20:1_26:4)-H,861.6378,569.3614,491.3145,387.3261,309.2792,181.0271
PEtOH(27:0_20:1)-H,883.7161,491.3146,591.4397,309.2792,409.4043,181.0271
PEtOH(20:2_20:2)-H,779.5596,489.2988,489.2988,307.2635,307.2635,181.0271
PEtOH(20:2_20:3)-H,777.544,487.2832,489.2989,305.2479,307.2635,181.0271
PEtOH(20:2_20:4)-H,775.5283,485.2675,489.2988,303.2323,307.2635,181.0271
PEtOH(20:2_20:5)-H,773.5127,483.2519,489.2988,301.2166,307.2635,181.0271
PEtOH(21:0_20:2)-H,797.6065,489.2988,507.3457,307.2635,325.3105,181.0271
PEtOH(21:1_20:2)-H,795.5909,489.2988,505.3301,307.2635,323.2948,181.0271
PEtOH(20:2_21:2)-H,793.5753,503.3145,489.2989,321.2792,307.2635,181.0271
PEtOH(22:0_20:2)-H,811.6222,489.2989,521.3615,307.2635,339.3261,181.0271
PEtOH(22:1_20:2)-H,809.6065,489.2988,519.3457,307.2635,337.3105,181.0271
PEtOH(20:2_22:2)-H,807.5909,517.3301,489.2988,335.2948,307.2635,181.0271
PEtOH(20:2_22:3)-H,805.5753,515.3145,489.2989,333.2792,307.2635,181.0271
PEtOH(20:2_22:4)-H,803.5596,513.2988,489.2988,331.2635,307.2635,181.0271
PEtOH(20:2_22:5)-H,801.544,511.2832,489.2989,329.2479,307.2635,181.0271
PEtOH(20:2_22:6)-H,799.5283,509.2675,489.2988,327.2323,307.2635,181.0271
PEtOH(23:0_20:2)-H,825.6378,489.2988,535.377,307.2635,353.3417,181.0271
PEtOH(24:0_20:2)-H,839.6535,489.2989,549.3927,307.2635,367.3574,181.0271
PEtOH(24:1_20:2)-H,837.6378,489.2988,547.377,307.2635,365.3417,181.0271
PEtOH(20:2_24:2)-H,835.6222,545.3615,489.2989,363.3261,307.2635,181.0271
PEtOH(20:2_24:4)-H,831.5909,541.3301,489.2988,359.2948,307.2635,181.0271
PEtOH(25:0_20:2)-H,853.6693,489.299,563.4084,307.2635,381.373,181.0271
PEtOH(26:0_20:2)-H,867.6848,489.2989,577.424,307.2635,395.3887,181.0271
PEtOH(26:1_20:2)-H,865.6693,489.299,575.4084,307.2635,393.373,181.0271
PEtOH(20:2_26:2)-H,863.6535,573.3927,489.2989,391.3574,307.2635,181.0271
PEtOH(20:2_26:4)-H,859.6222,569.3615,489.2989,387.3261,307.2635,181.0271
PEtOH(27:0_20:2)-H,881.7005,489.299,591.4397,307.2635,409.4043,181.0271
PEtOH(20:3_20:3)-H,775.5283,487.2832,487.2832,305.2479,305.2479,181.0271
PEtOH(20:3_20:4)-H,773.5127,485.2675,487.2832,303.2323,305.2479,181.0271
PEtOH(20:3_20:5)-H,771.497,483.2519,487.2831,301.2166,305.2479,181.0271
PEtOH(21:0_20:3)-H,795.5909,487.2832,507.3458,305.2479,325.3105,181.0271
PEtOH(21:1_20:3)-H,793.5753,487.2832,505.3302,305.2479,323.2948,181.0271
PEtOH(21:2_20:3)-H,791.5596,487.2832,503.3145,305.2479,321.2792,181.0271
PEtOH(22:0_20:3)-H,809.6065,487.2832,521.3614,305.2479,339.3261,181.0271
PEtOH(22:1_20:3)-H,807.5909,487.2832,519.3458,305.2479,337.3105,181.0271
PEtOH(22:2_20:3)-H,805.5753,487.2832,517.3301,305.2479,335.2948,181.0271
PEtOH(20:3_22:3)-H,803.5596,515.3145,487.2832,333.2792,305.2479,181.0271
PEtOH(20:3_22:4)-H,801.544,513.2989,487.2832,331.2635,305.2479,181.0271
PEtOH(20:3_22:5)-H,799.5283,511.2832,487.2832,329.2479,305.2479,181.0271
PEtOH(20:3_22:6)-H,797.5127,509.2675,487.2832,327.2323,305.2479,181.0271
PEtOH(23:0_20:3)-H,823.6222,487.2832,535.3771,305.2479,353.3417,181.0271
PEtOH(24:0_20:3)-H,837.6378,487.2832,549.3926,305.2479,367.3574,181.0271
PEtOH(24:1_20:3)-H,835.6222,487.2832,547.3771,305.2479,365.3417,181.0271
PEtOH(24:2_20:3)-H,833.6065,487.2832,545.3614,305.2479,363.3261,181.0271
PEtOH(20:3_24:4)-H,829.5753,541.3301,487.2832,359.2948,305.2479,181.0271
PEtOH(25:0_20:3)-H,851.6535,487.2832,563.4084,305.2479,381.373,181.0271
PEtOH(26:0_20:3)-H,865.6693,487.2833,577.4241,305.2479,395.3887,181.0271
PEtOH(26:1_20:3)-H,863.6535,487.2832,575.4084,305.2479,393.373,181.0271
PEtOH(26:2_20:3)-H,861.6378,487.2832,573.3926,305.2479,391.3574,181.0271
PEtOH(20:3_26:4)-H,857.6065,569.3614,487.2832,387.3261,305.2479,181.0271
PEtOH(27:0_20:3)-H,879.6848,487.2833,591.4396,305.2479,409.4043,181.0271
PEtOH(20:4_20:4)-H,771.497,485.2675,485.2675,303.2323,303.2323,181.0271
PEtOH(20:4_20:5)-H,769.4813,483.2518,485.2674,301.2166,303.2323,181.0271
PEtOH(21:0_20:4)-H,793.5753,485.2676,507.3458,303.2323,325.3105,181.0271
PEtOH(21:1_20:4)-H,791.5596,485.2675,505.3301,303.2323,323.2948,181.0271
PEtOH(21:2_20:4)-H,789.544,485.2676,503.3145,303.2323,321.2792,181.0271
PEtOH(22:0_20:4)-H,807.5909,485.2675,521.3614,303.2323,339.3261,181.0271
PEtOH(22:1_20:4)-H,805.5753,485.2676,519.3458,303.2323,337.3105,181.0271
PEtOH(22:2_20:4)-H,803.5596,485.2675,517.3301,303.2323,335.2948,181.0271
PEtOH(22:3_20:4)-H,801.544,485.2676,515.3145,303.2323,333.2792,181.0271
PEtOH(20:4_22:4)-H,799.5283,513.2988,485.2675,331.2635,303.2323,181.0271
PEtOH(20:4_22:5)-H,797.5127,511.2832,485.2675,329.2479,303.2323,181.0271
PEtOH(20:4_22:6)-H,795.497,509.2675,485.2675,327.2323,303.2323,181.0271
PEtOH(23:0_20:4)-H,821.6065,485.2675,535.377,303.2323,353.3417,181.0271
PEtOH(24:0_20:4)-H,835.6222,485.2676,549.3927,303.2323,367.3574,181.0271
PEtOH(24:1_20:4)-H,833.6065,485.2675,547.377,303.2323,365.3417,181.0271
PEtOH(24:2_20:4)-H,831.5909,485.2675,545.3614,303.2323,363.3261,181.0271
PEtOH(20:4_24:4)-H,827.5596,541.3301,485.2675,359.2948,303.2323,181.0271
PEtOH(25:0_20:4)-H,849.6378,485.2675,563.4083,303.2323,381.373,181.0271
PEtOH(26:0_20:4)-H,863.6535,485.2676,577.424,303.2323,395.3887,181.0271
PEtOH(26:1_20:4)-H,861.6378,485.2675,575.4083,303.2323,393.373,181.0271
PEtOH(26:2_20:4)-H,859.6222,485.2676,573.3927,303.2323,391.3574,181.0271
PEtOH(20:4_26:4)-H,855.5909,569.3614,485.2675,387.3261,303.2323,181.0271
PEtOH(27:0_20:4)-H,877.6693,485.2677,591.4397,303.2323,409.4043,181.0271
PEtOH(20:5_20:5)-H,767.4657,483.2518,483.2518,301.2166,301.2166,181.0271
PEtOH(21:0_20:5)-H,791.5596,483.2519,507.3457,301.2166,325.3105,181.0271
PEtOH(21:1_20:5)-H,789.544,483.252,505.3301,301.2166,323.2948,181.0271
PEtOH(21:2_20:5)-H,787.5283,483.2519,503.3145,301.2166,321.2792,181.0271
PEtOH(22:0_20:5)-H,805.5753,483.252,521.3615,301.2166,339.3261,181.0271
PEtOH(22:1_20:5)-H,803.5596,483.2519,519.3458,301.2166,337.3105,181.0271
PEtOH(22:2_20:5)-H,801.544,483.252,517.3301,301.2166,335.2948,181.0271
PEtOH(22:3_20:5)-H,799.5283,483.2519,515.3145,301.2166,333.2792,181.0271
PEtOH(22:4_20:5)-H,797.5127,483.2519,513.2988,301.2166,331.2635,181.0271
PEtOH(20:5_22:5)-H,795.497,511.2831,483.2519,329.2479,301.2166,181.0271
PEtOH(20:5_22:6)-H,793.4813,509.2674,483.2518,327.2323,301.2166,181.0271
PEtOH(23:0_20:5)-H,819.5909,483.2519,535.377,301.2166,353.3417,181.0271
PEtOH(24:0_20:5)-H,833.6065,483.2519,549.3926,301.2166,367.3574,181.0271
PEtOH(24:1_20:5)-H,831.5909,483.2519,547.377,301.2166,365.3417,181.0271
PEtOH(24:2_20:5)-H,829.5753,483.252,545.3615,301.2166,363.3261,181.0271
PEtOH(24:4_20:5)-H,825.544,483.252,541.3301,301.2166,359.2948,181.0271
PEtOH(25:0_20:5)-H,847.6222,483.252,563.4083,301.2166,381.373,181.0271
PEtOH(26:0_20:5)-H,861.6378,483.2519,577.424,301.2166,395.3887,181.0271
PEtOH(26:1_20:5)-H,859.6222,483.252,575.4083,301.2166,393.373,181.0271
PEtOH(26:2_20:5)-H,857.6065,483.2519,573.3926,301.2166,391.3574,181.0271
PEtOH(26:4_20:5)-H,853.5753,483.252,569.3615,301.2166,387.3261,181.0271
PEtOH(27:0_20:5)-H,875.6535,483.252,591.4396,301.2166,409.4043,181.0271
PEtOH(21:0_21:0)-H,815.6535,507.3458,507.3458,325.3105,325.3105,181.0271
PEtOH(21:0_21:1)-H,813.6378,505.3301,507.3457,323.2948,325.3105,181.0271
PEtOH(21:0_21:2)-H,811.6222,503.3145,507.3458,321.2792,325.3105,181.0271
PEtOH(21:0_22:0)-H,829.6693,521.3615,507.3459,339.3261,325.3105,181.0271
PEtOH(21:0_22:1)-H,827.6535,519.3458,507.3458,337.3105,325.3105,181.0271
PEtOH(21:0_22:2)-H,825.6378,517.3301,507.3457,335.2948,325.3105,181.0271
PEtOH(21:0_22:3)-H,823.6222,515.3145,507.3458,333.2792,325.3105,181.0271
PEtOH(21:0_22:4)-H,821.6065,513.2988,507.3457,331.2635,325.3105,181.0271
PEtOH(21:0_22:5)-H,819.5909,511.2832,507.3458,329.2479,325.3105,181.0271
PEtOH(21:0_22:6)-H,817.5753,509.2676,507.3458,327.2323,325.3105,181.0271
PEtOH(21:0_23:0)-H,843.6848,535.3771,507.3458,353.3417,325.3105,181.0271
PEtOH(21:0_24:0)-H,857.7005,549.3928,507.3459,367.3574,325.3105,181.0271
PEtOH(21:0_24:1)-H,855.6848,547.3771,507.3458,365.3417,325.3105,181.0271
PEtOH(21:0_24:2)-H,853.6693,545.3615,507.3459,363.3261,325.3105,181.0271
PEtOH(21:0_24:4)-H,849.6378,541.3301,507.3457,359.2948,325.3105,181.0271
PEtOH(21:0_25:0)-H,871.7161,563.4084,507.3458,381.373,325.3105,181.0271
PEtOH(21:0_26:0)-H,885.7318,577.4241,507.3459,395.3887,325.3105,181.0271
PEtOH(21:0_26:1)-H,883.7161,575.4084,507.3458,393.373,325.3105,181.0271
PEtOH(21:0_26:2)-H,881.7005,573.3928,507.3459,391.3574,325.3105,181.0271
PEtOH(21:0_26:4)-H,877.6693,569.3615,507.3459,387.3261,325.3105,181.0271
PEtOH(21:0_27:0)-H,899.7474,591.4397,507.3459,409.4043,325.3105,181.0271
PEtOH(21:1_21:1)-H,811.6222,505.3301,505.3301,323.2948,323.2948,181.0271
PEtOH(21:1_21:2)-H,809.6065,503.3145,505.3301,321.2792,323.2948,181.0271
PEtOH(22:0_21:1)-H,827.6535,505.3302,521.3615,323.2948,339.3261,181.0271
PEtOH(21:1_22:1)-H,825.6378,519.3458,505.3301,337.3105,323.2948,181.0271
PEtOH(21:1_22:2)-H,823.6222,517.3301,505.3301,335.2948,323.2948,181.0271
PEtOH(21:1_22:3)-H,821.6065,515.3145,505.3301,333.2792,323.2948,181.0271
PEtOH(21:1_22:4)-H,819.5909,513.2988,505.3301,331.2635,323.2948,181.0271
PEtOH(21:1_22:5)-H,817.5753,511.2832,505.3302,329.2479,323.2948,181.0271
PEtOH(21:1_22:6)-H,815.5596,509.2675,505.3301,327.2323,323.2948,181.0271
PEtOH(23:0_21:1)-H,841.6693,505.3302,535.3771,323.2948,353.3417,181.0271
PEtOH(24:0_21:1)-H,855.6848,505.3302,549.3928,323.2948,367.3574,181.0271
PEtOH(21:1_24:1)-H,853.6693,547.3771,505.3302,365.3417,323.2948,181.0271
PEtOH(21:1_24:2)-H,851.6535,545.3615,505.3302,363.3261,323.2948,181.0271
PEtOH(21:1_24:4)-H,847.6222,541.3301,505.3301,359.2948,323.2948,181.0271
PEtOH(25:0_21:1)-H,869.7005,505.3302,563.4084,323.2948,381.373,181.0271
PEtOH(26:0_21:1)-H,883.7161,505.3302,577.424,323.2948,395.3887,181.0271
PEtOH(21:1_26:1)-H,881.7005,575.4084,505.3302,393.373,323.2948,181.0271
PEtOH(21:1_26:2)-H,879.6848,573.3928,505.3302,391.3574,323.2948,181.0271
PEtOH(21:1_26:4)-H,875.6535,569.3615,505.3302,387.3261,323.2948,181.0271
PEtOH(27:0_21:1)-H,897.7318,505.3303,591.4398,323.2948,409.4043,181.0271
PEtOH(21:2_21:2)-H,807.5909,503.3145,503.3145,321.2792,321.2792,181.0271
PEtOH(22:0_21:2)-H,825.6378,503.3145,521.3614,321.2792,339.3261,181.0271
PEtOH(22:1_21:2)-H,823.6222,503.3145,519.3458,321.2792,337.3105,181.0271
PEtOH(21:2_22:2)-H,821.6065,517.3301,503.3145,335.2948,321.2792,181.0271
PEtOH(21:2_22:3)-H,819.5909,515.3145,503.3145,333.2792,321.2792,181.0271
PEtOH(21:2_22:4)-H,817.5753,513.2989,503.3145,331.2635,321.2792,181.0271
PEtOH(21:2_22:5)-H,815.5596,511.2832,503.3145,329.2479,321.2792,181.0271
PEtOH(21:2_22:6)-H,813.544,509.2676,503.3145,327.2323,321.2792,181.0271
PEtOH(23:0_21:2)-H,839.6535,503.3145,535.3771,321.2792,353.3417,181.0271
PEtOH(24:0_21:2)-H,853.6693,503.3146,549.3928,321.2792,367.3574,181.0271
PEtOH(24:1_21:2)-H,851.6535,503.3145,547.3771,321.2792,365.3417,181.0271
PEtOH(21:2_24:2)-H,849.6378,545.3614,503.3145,363.3261,321.2792,181.0271
PEtOH(21:2_24:4)-H,845.6065,541.3301,503.3145,359.2948,321.2792,181.0271
PEtOH(25:0_21:2)-H,867.6848,503.3145,563.4084,321.2792,381.373,181.0271
PEtOH(26:0_21:2)-H,881.7005,503.3146,577.4241,321.2792,395.3887,181.0271
PEtOH(26:1_21:2)-H,879.6848,503.3145,575.4084,321.2792,393.373,181.0271
PEtOH(21:2_26:2)-H,877.6693,573.3928,503.3146,391.3574,321.2792,181.0271
PEtOH(21:2_26:4)-H,873.6378,569.3614,503.3145,387.3261,321.2792,181.0271
PEtOH(27:0_21:2)-H,895.7161,503.3146,591.4397,321.2792,409.4043,181.0271
PEtOH(22:0_22:0)-H,843.6848,521.3615,521.3615,339.3261,339.3261,181.0271
PEtOH(22:0_22:1)-H,841.6693,519.3459,521.3615,337.3105,339.3261,181.0271
PEtOH(22:0_22:2)-H,839.6535,517.3301,521.3615,335.2948,339.3261,181.0271
PEtOH(22:0_22:3)-H,837.6378,515.3145,521.3614,333.2792,339.3261,181.0271
PEtOH(22:0_22:4)-H,835.6222,513.2989,521.3615,331.2635,339.3261,181.0271
PEtOH(22:0_22:5)-H,833.6065,511.2832,521.3614,329.2479,339.3261,181.0271
PEtOH(22:0_22:6)-H,831.5909,509.2675,521.3614,327.2323,339.3261,181.0271
PEtOH(22:0_23:0)-H,857.7005,535.3771,521.3615,353.3417,339.3261,181.0271
PEtOH(22:0_24:0)-H,871.7161,549.3928,521.3615,367.3574,339.3261,181.0271
PEtOH(22:0_24:1)-H,869.7005,547.3771,521.3615,365.3417,339.3261,181.0271
PEtOH(22:0_24:2)-H,867.6848,545.3615,521.3615,363.3261,339.3261,181.0271
PEtOH(22:0_24:4)-H,863.6535,541.3301,521.3615,359.2948,339.3261,181.0271
PEtOH(22:0_25:0)-H,885.7318,563.4084,521.3615,381.373,339.3261,181.0271
PEtOH(22:0_26:0)-H,899.7474,577.4241,521.3615,395.3887,339.3261,181.0271
PEtOH(22:0_26:1)-H,897.7318,575.4084,521.3615,393.373,339.3261,181.0271
PEtOH(22:0_26:2)-H,895.7161,573.3928,521.3615,391.3574,339.3261,181.0271
PEtOH(22:0_26:4)-H,891.6848,569.3615,521.3615,387.3261,339.3261,181.0271
PEtOH(22:0_27:0)-H,913.7631,591.4398,521.3616,409.4043,339.3261,181.0271
PEtOH(22:1_22:1)-H,839.6535,519.3458,519.3458,337.3105,337.3105,181.0271
PEtOH(22:1_22:2)-H,837.6378,517.3301,519.3458,335.2948,337.3105,181.0271
PEtOH(22:1_22:3)-H,835.6222,515.3145,519.3458,333.2792,337.3105,181.0271
PEtOH(22:1_22:4)-H,833.6065,513.2988,519.3457,331.2635,337.3105,181.0271
PEtOH(22:1_22:5)-H,831.5909,511.2832,519.3458,329.2479,337.3105,181.0271
PEtOH(22:1_22:6)-H,829.5753,509.2676,519.3458,327.2323,337.3105,181.0271
PEtOH(23:0_22:1)-H,855.6848,519.3458,535.3771,337.3105,353.3417,181.0271
PEtOH(24:0_22:1)-H,869.7005,519.3459,549.3928,337.3105,367.3574,181.0271
PEtOH(22:1_24:1)-H,867.6848,547.3771,519.3458,365.3417,337.3105,181.0271
PEtOH(22:1_24:2)-H,865.6693,545.3615,519.3459,363.3261,337.3105,181.0271
PEtOH(22:1_24:4)-H,861.6378,541.3301,519.3458,359.2948,337.3105,181.0271
PEtOH(25:0_22:1)-H,883.7161,519.3458,563.4084,337.3105,381.373,181.0271
PEtOH(26:0_22:1)-H,897.7318,519.3459,577.4241,337.3105,395.3887,181.0271
PEtOH(22:1_26:1)-H,895.7161,575.4084,519.3458,393.373,337.3105,181.0271
PEtOH(22:1_26:2)-H,893.7005,573.3928,519.3459,391.3574,337.3105,181.0271
PEtOH(22:1_26:4)-H,889.6693,569.3615,519.3459,387.3261,337.3105,181.0271
PEtOH(27:0_22:1)-H,911.7474,519.3459,591.4397,337.3105,409.4043,181.0271
PEtOH(22:2_22:2)-H,835.6222,517.3301,517.3301,335.2948,335.2948,181.0271
PEtOH(22:2_22:3)-H,833.6065,515.3145,517.3301,333.2792,335.2948,181.0271
PEtOH(22:2_22:4)-H,831.5909,513.2988,517.3301,331.2635,335.2948,181.0271
PEtOH(22:2_22:5)-H,829.5753,511.2832,517.3301,329.2479,335.2948,181.0271
PEtOH(22:2_22:6)-H,827.5596,509.2675,517.3301,327.2323,335.2948,181.0271
PEtOH(23:0_22:2)-H,853.6693,517.3302,535.3771,335.2948,353.3417,181.0271
PEtOH(24:0_22:2)-H,867.6848,517.3302,549.3928,335.2948,367.3574,181.0271
PEtOH(24:1_22:2)-H,865.6693,517.3302,547.3771,335.2948,365.3417,181.0271
PEtOH(22:2_24:2)-H,863.6535,545.3615,517.3301,363.3261,335.2948,181.0271
