Cer-NP,[M+C2H3O2]-,[M-H]-,[M-H2O-H]-,[M-2H2O-H]-,[FAA+C3H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H3-H]-,[Sph-CH9NO-H]-,[FA+O-H]-,[Sph-C2H9NO-H]-,[FAA-H]-,[Sph-C3H11NO2-H]-
Cer-NP(t14:2/12:1)+C2H3O2,496.3638,436.3427,418.3321,400.3216,252.1958,240.1958,240.1958,222.1853,207.138,197.1547,195.138,196.1701,165.1274
Cer-NP(t14:2/13:0)+C2H3O2,512.3951,452.374,434.3634,416.3528,268.2271,256.2271,256.2271,238.2166,207.138,213.186,195.138,212.2014,165.1274
Cer-NP(t14:2/13:1)+C2H3O2,510.3795,450.3583,432.3478,414.3372,266.2115,254.2115,254.2115,236.2009,207.138,211.1704,195.138,210.1858,165.1274
Cer-NP(t14:2/14:0)+C2H3O2,526.4108,466.3896,448.3791,430.3685,282.2428,270.2428,270.2428,252.2322,207.138,227.2017,195.138,226.2171,165.1274
Cer-NP(t14:2/14:1)+C2H3O2,524.3951,464.374,446.3634,428.3528,280.2271,268.2271,268.2271,250.2166,207.138,225.186,195.138,224.2014,165.1274
Cer-NP(t14:2/15:0)+C2H3O2,540.4264,480.4053,462.3947,444.3842,296.2584,284.2584,284.2584,266.2479,207.138,241.2173,195.138,240.2327,165.1274
Cer-NP(t14:2/15:1)+C2H3O2,538.4108,478.3896,460.3791,442.3685,294.2428,282.2428,282.2428,264.2322,207.138,239.2017,195.138,238.2171,165.1274
Cer-NP(t14:2/16:0)+C2H3O2,554.4421,494.4209,476.4104,458.3998,310.2741,298.2741,298.2741,280.2635,207.138,255.233,195.138,254.2484,165.1274
Cer-NP(t14:2/16:1)+C2H3O2,552.4264,492.4053,474.3947,456.3842,308.2584,296.2584,296.2584,278.2479,207.138,253.2173,195.138,252.2327,165.1274
Cer-NP(t14:2/16:2)+C2H3O2,550.4108,490.3896,472.3791,454.3685,306.2428,294.2428,294.2428,276.2322,207.138,251.2017,195.138,250.2171,165.1274
Cer-NP(t14:2/17:0)+C2H3O2,568.4577,508.4366,490.426,472.4154,324.2897,312.2897,312.2897,294.2791,207.138,269.2486,195.138,268.264,165.1274
Cer-NP(t14:2/18:0)+C2H3O2,582.4734,522.4523,504.4417,486.4311,338.3054,326.3054,326.3054,308.2948,207.138,283.2643,195.138,282.2797,165.1274
Cer-NP(t14:2/18:1)+C2H3O2,580.4577,520.4366,502.426,484.4154,336.2897,324.2897,324.2897,306.2791,207.138,281.2486,195.138,280.264,165.1274
Cer-NP(t14:2/18:2)+C2H3O2,578.4421,518.421,500.4104,482.3998,334.2741,322.2741,322.2741,304.2635,207.138,279.233,195.138,278.2484,165.1274
Cer-NP(t14:2/19:0)+C2H3O2,596.489,536.4679,518.4573,500.4467,352.321,340.321,340.321,322.3105,207.138,297.2799,195.138,296.2953,165.1274
Cer-NP(t14:2/19:1)+C2H3O2,594.4734,534.4523,516.4417,498.4311,350.3054,338.3054,338.3054,320.2948,207.138,295.2643,195.138,294.2797,165.1274
Cer-NP(t14:2/20:0)+C2H3O2,610.5047,550.4835,532.473,514.4624,366.3367,354.3367,354.3367,336.3261,207.138,311.2956,195.138,310.311,165.1274
Cer-NP(t14:2/20:1)+C2H3O2,608.489,548.4679,530.4573,512.4468,364.321,352.321,352.321,334.3105,207.138,309.2799,195.138,308.2953,165.1274
Cer-NP(t14:2/20:2)+C2H3O2,606.4734,546.4523,528.4417,510.4311,362.3054,350.3054,350.3054,332.2948,207.138,307.2643,195.138,306.2797,165.1274
Cer-NP(t14:2/21:0)+C2H3O2,624.5203,564.4992,546.4886,528.478,380.3523,368.3523,368.3523,350.3417,207.138,325.3112,195.138,324.3266,165.1274
Cer-NP(t14:2/21:1)+C2H3O2,622.5047,562.4835,544.473,526.4624,378.3367,366.3367,366.3367,348.3261,207.138,323.2956,195.138,322.311,165.1274
Cer-NP(t14:2/22:0)+C2H3O2,638.5359,578.5148,560.5043,542.4937,394.368,382.368,382.368,364.3574,207.138,339.3269,195.138,338.3423,165.1274
Cer-NP(t14:2/22:1)+C2H3O2,636.5203,576.4992,558.4886,540.478,392.3523,380.3523,380.3523,362.3417,207.138,337.3112,195.138,336.3266,165.1274
Cer-NP(t14:2/22:2)+C2H3O2,634.5047,574.4835,556.473,538.4624,390.3367,378.3367,378.3367,360.3261,207.138,335.2956,195.138,334.311,165.1274
Cer-NP(t14:2/23:0)+C2H3O2,652.5516,592.5305,574.5199,556.5093,408.3836,396.3836,396.3836,378.373,207.138,353.3425,195.138,352.3579,165.1274
Cer-NP(t14:2/23:1)+C2H3O2,650.5359,590.5148,572.5043,554.4937,406.368,394.368,394.368,376.3574,207.138,351.3269,195.138,350.3423,165.1274
Cer-NP(t14:2/24:0)+C2H3O2,666.5673,606.5461,588.5356,570.525,422.3993,410.3993,410.3993,392.3887,207.138,367.3582,195.138,366.3736,165.1274
Cer-NP(t14:2/24:1)+C2H3O2,664.5516,604.5305,586.5199,568.5093,420.3836,408.3836,408.3836,390.373,207.138,365.3425,195.138,364.3579,165.1274
Cer-NP(t14:2/24:2)+C2H3O2,662.5359,602.5148,584.5043,566.4937,418.368,406.368,406.368,388.3574,207.138,363.3269,195.138,362.3423,165.1274
Cer-NP(t14:2/25:0)+C2H3O2,680.5829,620.5618,602.5512,584.5406,436.4149,424.4149,424.4149,406.4044,207.138,381.3738,195.138,380.3893,165.1274
Cer-NP(t14:2/25:1)+C2H3O2,678.5673,618.5461,600.5356,582.525,434.3993,422.3993,422.3993,404.3887,207.138,379.3582,195.138,378.3736,165.1274
Cer-NP(t14:2/26:0)+C2H3O2,694.5986,634.5775,616.5669,598.5563,450.4306,438.4306,438.4306,420.42,207.138,395.3895,195.138,394.4049,165.1274
Cer-NP(t14:2/26:1)+C2H3O2,692.5829,632.5618,614.5512,596.5406,448.4149,436.4149,436.4149,418.4044,207.138,393.3738,195.138,392.3893,165.1274
Cer-NP(t14:2/26:2)+C2H3O2,690.5673,630.5461,612.5356,594.525,446.3993,434.3993,434.3993,416.3887,207.138,391.3582,195.138,390.3736,165.1274
Cer-NP(t14:2/27:0)+C2H3O2,708.6142,648.5931,630.5825,612.572,464.4462,452.4462,452.4462,434.4356,207.138,409.4051,195.138,408.4205,165.1274
Cer-NP(t14:2/27:1)+C2H3O2,706.5986,646.5775,628.5669,610.5563,462.4306,450.4306,450.4306,432.42,207.138,407.3895,195.138,406.4049,165.1274
Cer-NP(t14:2/28:0)+C2H3O2,722.6299,662.6088,644.5981,626.5876,478.4619,466.4619,466.4619,448.4513,207.138,423.4207,195.138,422.4362,165.1274
Cer-NP(t14:2/28:1)+C2H3O2,720.6142,660.5931,642.5825,624.572,476.4462,464.4462,464.4462,446.4356,207.138,421.4051,195.138,420.4205,165.1274
Cer-NP(t14:2/28:2)+C2H3O2,718.5986,658.5775,640.5669,622.5563,474.4306,462.4306,462.4306,444.42,207.138,419.3895,195.138,418.4049,165.1274
Cer-NP(t14:2/29:0)+C2H3O2,736.6455,676.6244,658.6138,640.6033,492.4775,480.4775,480.4775,462.4669,207.138,437.4364,195.138,436.4518,165.1274
Cer-NP(t14:2/29:1)+C2H3O2,734.6299,674.6088,656.5981,638.5876,490.4619,478.4619,478.4619,460.4513,207.138,435.4207,195.138,434.4362,165.1274
Cer-NP(t14:2/30:0)+C2H3O2,750.6612,690.64,672.6295,654.6189,506.4932,494.4932,494.4932,476.4826,207.138,451.4521,195.138,450.4675,165.1274
Cer-NP(t14:2/30:1)+C2H3O2,748.6455,688.6244,670.6138,652.6033,504.4775,492.4775,492.4775,474.4669,207.138,449.4364,195.138,448.4518,165.1274
Cer-NP(t14:2/30:2)+C2H3O2,746.6299,686.6088,668.5981,650.5876,502.4619,490.4619,490.4619,472.4513,207.138,447.4207,195.138,446.4362,165.1274
Cer-NP(t14:2/31:0)+C2H3O2,764.6768,704.6557,686.6451,668.6345,520.5089,508.5088,508.5088,490.4983,207.138,465.4677,195.138,464.4832,165.1274
Cer-NP(t14:2/31:1)+C2H3O2,762.6612,702.64,684.6295,666.6189,518.4932,506.4932,506.4932,488.4826,207.138,463.4521,195.138,462.4675,165.1274
Cer-NP(t14:2/32:0)+C2H3O2,778.6924,718.6713,700.6608,682.6502,534.5245,522.5245,522.5245,504.5139,207.138,479.4834,195.138,478.4988,165.1274
Cer-NP(t14:2/32:1)+C2H3O2,776.6768,716.6557,698.6451,680.6345,532.5089,520.5089,520.5089,502.4983,207.138,477.4677,195.138,476.4832,165.1274
Cer-NP(t14:2/32:2)+C2H3O2,774.6612,714.64,696.6295,678.6189,530.4932,518.4932,518.4932,500.4826,207.138,475.4521,195.138,474.4675,165.1274
Cer-NP(t14:2/33:0)+C2H3O2,792.7081,732.687,714.6764,696.6658,548.5401,536.5401,536.5401,518.5295,207.138,493.499,195.138,492.5144,165.1274
Cer-NP(t14:2/33:1)+C2H3O2,790.6924,730.6713,712.6608,694.6502,546.5245,534.5245,534.5245,516.5139,207.138,491.4834,195.138,490.4988,165.1274
Cer-NP(t14:2/34:0)+C2H3O2,806.7238,746.7026,728.6921,710.6815,562.5558,550.5558,550.5558,532.5452,207.138,507.5146,195.138,506.5301,165.1274
Cer-NP(t14:2/34:1)+C2H3O2,804.7081,744.687,726.6764,708.6658,560.5401,548.5401,548.5401,530.5295,207.138,505.499,195.138,504.5144,165.1274
Cer-NP(t14:2/34:2)+C2H3O2,802.6924,742.6713,724.6608,706.6502,558.5245,546.5245,546.5245,528.5139,207.138,503.4834,195.138,502.4988,165.1274
Cer-NP(t14:2/35:0)+C2H3O2,820.7394,760.7183,742.7077,724.6971,576.5714,564.5714,564.5714,546.5609,207.138,521.5303,195.138,520.5457,165.1274
Cer-NP(t14:2/35:1)+C2H3O2,818.7238,758.7026,740.6921,722.6815,574.5558,562.5558,562.5558,544.5452,207.138,519.5146,195.138,518.5301,165.1274
Cer-NP(t14:2/36:0)+C2H3O2,834.7551,774.7339,756.7234,738.7128,590.5871,578.5871,578.5871,560.5765,207.138,535.546,195.138,534.5614,165.1274
Cer-NP(t14:2/36:1)+C2H3O2,832.7394,772.7183,754.7077,736.6971,588.5714,576.5714,576.5714,558.5609,207.138,533.5303,195.138,532.5457,165.1274
Cer-NP(t14:2/36:2)+C2H3O2,830.7238,770.7026,752.6921,734.6815,586.5558,574.5558,574.5558,556.5452,207.138,531.5146,195.138,530.5301,165.1274
Cer-NP(t14:2/38:0)+C2H3O2,862.7864,802.7653,784.7547,766.7441,618.6183,606.6183,606.6183,588.6078,207.138,563.5773,195.138,562.5927,165.1274
Cer-NP(t14:2/38:1)+C2H3O2,860.7707,800.7496,782.739,764.7285,616.6027,604.6027,604.6027,586.5922,207.138,561.5616,195.138,560.577,165.1274
Cer-NP(t14:2/38:2)+C2H3O2,858.7551,798.7339,780.7234,762.7128,614.5871,602.5871,602.5871,584.5765,207.138,559.546,195.138,558.5614,165.1274
Cer-NP(t14:2/40:0)+C2H3O2,890.8177,830.7966,812.7859,794.7754,646.6497,634.6497,634.6497,616.6391,207.138,591.6086,195.138,590.624,165.1274
Cer-NP(t14:2/40:1)+C2H3O2,888.802,828.7809,810.7703,792.7598,644.634,632.634,632.634,614.6235,207.138,589.5929,195.138,588.6083,165.1274
Cer-NP(t14:2/40:2)+C2H3O2,886.7864,826.7653,808.7547,790.7441,642.6183,630.6183,630.6183,612.6078,207.138,587.5773,195.138,586.5927,165.1274
Cer-NP(t14:2/42:0)+C2H3O2,918.849,858.8278,840.8173,822.8067,674.681,662.681,662.681,644.6704,207.138,619.6398,195.138,618.6553,165.1274
Cer-NP(t14:2/42:1)+C2H3O2,916.8333,856.8122,838.8016,820.7911,672.6653,660.6653,660.6653,642.6547,207.138,617.6242,195.138,616.6396,165.1274
Cer-NP(t14:2/42:2)+C2H3O2,914.8177,854.7966,836.7859,818.7754,670.6497,658.6497,658.6497,640.6391,207.138,615.6086,195.138,614.624,165.1274
Cer-NP(t15:0/12:0)+C2H3O2,516.4264,456.4053,438.3947,420.3842,254.2115,242.2115,242.2115,224.2009,225.1849,199.1704,213.1849,198.1858,183.1743
Cer-NP(t15:0/12:1)+C2H3O2,514.4108,454.3896,436.3791,418.3685,252.1958,240.1958,240.1958,222.1853,225.1849,197.1547,213.1849,196.1701,183.1743
Cer-NP(t15:0/13:0)+C2H3O2,530.4421,470.4209,452.4104,434.3998,268.2271,256.2271,256.2271,238.2166,225.1849,213.186,213.1849,212.2014,183.1743
Cer-NP(t15:0/13:1)+C2H3O2,528.4264,468.4053,450.3947,432.3842,266.2115,254.2115,254.2115,236.2009,225.1849,211.1704,213.1849,210.1858,183.1743
Cer-NP(t15:0/14:0)+C2H3O2,544.4577,484.4366,466.426,448.4154,282.2428,270.2428,270.2428,252.2322,225.1849,227.2017,213.1849,226.2171,183.1743
Cer-NP(t15:0/14:1)+C2H3O2,542.4421,482.4209,464.4104,446.3998,280.2271,268.2271,268.2271,250.2166,225.1849,225.186,213.1849,224.2014,183.1743
Cer-NP(t15:0/15:0)+C2H3O2,558.4734,498.4522,480.4417,462.4311,296.2584,284.2584,284.2584,266.2479,225.1849,241.2173,213.1849,240.2327,183.1743
Cer-NP(t15:0/15:1)+C2H3O2,556.4577,496.4366,478.426,460.4154,294.2428,282.2428,282.2428,264.2322,225.1849,239.2017,213.1849,238.2171,183.1743
Cer-NP(t15:0/16:0)+C2H3O2,572.489,512.4679,494.4573,476.4467,310.2741,298.2741,298.2741,280.2635,225.1849,255.233,213.1849,254.2484,183.1743
Cer-NP(t15:0/16:1)+C2H3O2,570.4734,510.4522,492.4417,474.4311,308.2584,296.2584,296.2584,278.2479,225.1849,253.2173,213.1849,252.2327,183.1743
Cer-NP(t15:0/16:2)+C2H3O2,568.4577,508.4366,490.426,472.4154,306.2428,294.2428,294.2428,276.2322,225.1849,251.2017,213.1849,250.2171,183.1743
Cer-NP(t15:0/17:0)+C2H3O2,586.5047,526.4835,508.473,490.4624,324.2897,312.2897,312.2897,294.2791,225.1849,269.2486,213.1849,268.264,183.1743
Cer-NP(t15:0/18:0)+C2H3O2,600.5203,540.4992,522.4886,504.4781,338.3054,326.3054,326.3054,308.2948,225.1849,283.2643,213.1849,282.2797,183.1743
Cer-NP(t15:0/18:1)+C2H3O2,598.5047,538.4835,520.473,502.4624,336.2897,324.2897,324.2897,306.2791,225.1849,281.2486,213.1849,280.264,183.1743
Cer-NP(t15:0/18:2)+C2H3O2,596.489,536.4679,518.4573,500.4467,334.2741,322.2741,322.2741,304.2635,225.1849,279.233,213.1849,278.2484,183.1743
Cer-NP(t15:0/19:0)+C2H3O2,614.5359,554.5148,536.5043,518.4937,352.321,340.321,340.321,322.3105,225.1849,297.2799,213.1849,296.2953,183.1743
Cer-NP(t15:0/19:1)+C2H3O2,612.5203,552.4992,534.4886,516.478,350.3054,338.3054,338.3054,320.2948,225.1849,295.2643,213.1849,294.2797,183.1743
Cer-NP(t15:0/20:0)+C2H3O2,628.5516,568.5305,550.5199,532.5093,366.3367,354.3367,354.3367,336.3261,225.1849,311.2956,213.1849,310.311,183.1743
Cer-NP(t15:0/20:1)+C2H3O2,626.5359,566.5148,548.5043,530.4937,364.321,352.321,352.321,334.3105,225.1849,309.2799,213.1849,308.2953,183.1743
Cer-NP(t15:0/20:2)+C2H3O2,624.5203,564.4992,546.4886,528.478,362.3054,350.3054,350.3054,332.2948,225.1849,307.2643,213.1849,306.2797,183.1743
Cer-NP(t15:0/21:0)+C2H3O2,642.5673,582.5461,564.5356,546.525,380.3523,368.3523,368.3523,350.3417,225.1849,325.3112,213.1849,324.3266,183.1743
Cer-NP(t15:0/21:1)+C2H3O2,640.5516,580.5305,562.5199,544.5093,378.3367,366.3367,366.3367,348.3261,225.1849,323.2956,213.1849,322.311,183.1743
Cer-NP(t15:0/22:0)+C2H3O2,656.5829,596.5618,578.5512,560.5406,394.368,382.368,382.368,364.3574,225.1849,339.3269,213.1849,338.3423,183.1743
Cer-NP(t15:0/22:1)+C2H3O2,654.5673,594.5461,576.5356,558.525,392.3523,380.3523,380.3523,362.3417,225.1849,337.3112,213.1849,336.3266,183.1743
Cer-NP(t15:0/22:2)+C2H3O2,652.5516,592.5305,574.5199,556.5093,390.3367,378.3367,378.3367,360.3261,225.1849,335.2956,213.1849,334.311,183.1743
Cer-NP(t15:0/23:0)+C2H3O2,670.5986,610.5775,592.5669,574.5563,408.3836,396.3836,396.3836,378.373,225.1849,353.3425,213.1849,352.3579,183.1743
Cer-NP(t15:0/23:1)+C2H3O2,668.5829,608.5618,590.5512,572.5406,406.368,394.368,394.368,376.3574,225.1849,351.3269,213.1849,350.3423,183.1743
Cer-NP(t15:0/24:0)+C2H3O2,684.6142,624.5931,606.5825,588.572,422.3993,410.3993,410.3993,392.3887,225.1849,367.3582,213.1849,366.3736,183.1743
Cer-NP(t15:0/24:1)+C2H3O2,682.5986,622.5775,604.5669,586.5563,420.3836,408.3836,408.3836,390.373,225.1849,365.3425,213.1849,364.3579,183.1743
Cer-NP(t15:0/24:2)+C2H3O2,680.5829,620.5618,602.5512,584.5406,418.368,406.368,406.368,388.3574,225.1849,363.3269,213.1849,362.3423,183.1743
Cer-NP(t15:0/25:0)+C2H3O2,698.6299,638.6088,620.5981,602.5876,436.4149,424.4149,424.4149,406.4044,225.1849,381.3738,213.1849,380.3893,183.1743
Cer-NP(t15:0/25:1)+C2H3O2,696.6142,636.5931,618.5825,600.572,434.3993,422.3993,422.3993,404.3887,225.1849,379.3582,213.1849,378.3736,183.1743
Cer-NP(t15:0/26:0)+C2H3O2,712.6455,652.6244,634.6138,616.6033,450.4306,438.4306,438.4306,420.42,225.1849,395.3895,213.1849,394.4049,183.1743
Cer-NP(t15:0/26:1)+C2H3O2,710.6299,650.6088,632.5981,614.5876,448.4149,436.4149,436.4149,418.4044,225.1849,393.3738,213.1849,392.3893,183.1743
Cer-NP(t15:0/26:2)+C2H3O2,708.6142,648.5931,630.5825,612.572,446.3993,434.3993,434.3993,416.3887,225.1849,391.3582,213.1849,390.3736,183.1743
Cer-NP(t15:0/27:0)+C2H3O2,726.6612,666.64,648.6295,630.6189,464.4462,452.4462,452.4462,434.4356,225.1849,409.4051,213.1849,408.4205,183.1743
Cer-NP(t15:0/27:1)+C2H3O2,724.6455,664.6244,646.6138,628.6033,462.4306,450.4306,450.4306,432.42,225.1849,407.3895,213.1849,406.4049,183.1743
Cer-NP(t15:0/28:0)+C2H3O2,740.6768,680.6557,662.6451,644.6345,478.4619,466.4619,466.4619,448.4513,225.1849,423.4207,213.1849,422.4362,183.1743
Cer-NP(t15:0/28:1)+C2H3O2,738.6612,678.64,660.6295,642.6189,476.4462,464.4462,464.4462,446.4356,225.1849,421.4051,213.1849,420.4205,183.1743
Cer-NP(t15:0/28:2)+C2H3O2,736.6455,676.6244,658.6138,640.6033,474.4306,462.4306,462.4306,444.42,225.1849,419.3895,213.1849,418.4049,183.1743
Cer-NP(t15:0/29:0)+C2H3O2,754.6924,694.6713,676.6608,658.6502,492.4775,480.4775,480.4775,462.4669,225.1849,437.4364,213.1849,436.4518,183.1743
Cer-NP(t15:0/29:1)+C2H3O2,752.6768,692.6557,674.6451,656.6345,490.4619,478.4619,478.4619,460.4513,225.1849,435.4207,213.1849,434.4362,183.1743
Cer-NP(t15:0/30:0)+C2H3O2,768.7081,708.687,690.6764,672.6658,506.4932,494.4932,494.4932,476.4826,225.1849,451.4521,213.1849,450.4675,183.1743
Cer-NP(t15:0/30:1)+C2H3O2,766.6924,706.6713,688.6608,670.6502,504.4775,492.4775,492.4775,474.4669,225.1849,449.4364,213.1849,448.4518,183.1743
Cer-NP(t15:0/30:2)+C2H3O2,764.6768,704.6557,686.6451,668.6345,502.4619,490.4619,490.4619,472.4513,225.1849,447.4207,213.1849,446.4362,183.1743
Cer-NP(t15:0/31:0)+C2H3O2,782.7238,722.7026,704.6921,686.6815,520.5089,508.5088,508.5088,490.4983,225.1849,465.4677,213.1849,464.4832,183.1743
Cer-NP(t15:0/31:1)+C2H3O2,780.7081,720.687,702.6764,684.6658,518.4932,506.4932,506.4932,488.4826,225.1849,463.4521,213.1849,462.4675,183.1743
Cer-NP(t15:0/32:0)+C2H3O2,796.7394,736.7183,718.7077,700.6971,534.5245,522.5245,522.5245,504.5139,225.1849,479.4834,213.1849,478.4988,183.1743
Cer-NP(t15:0/32:1)+C2H3O2,794.7238,734.7026,716.6921,698.6815,532.5089,520.5089,520.5089,502.4983,225.1849,477.4677,213.1849,476.4832,183.1743
Cer-NP(t15:0/32:2)+C2H3O2,792.7081,732.687,714.6764,696.6658,530.4932,518.4932,518.4932,500.4826,225.1849,475.4521,213.1849,474.4675,183.1743
Cer-NP(t15:0/33:0)+C2H3O2,810.7551,750.7339,732.7234,714.7128,548.5401,536.5401,536.5401,518.5295,225.1849,493.499,213.1849,492.5144,183.1743
Cer-NP(t15:0/33:1)+C2H3O2,808.7394,748.7183,730.7077,712.6971,546.5245,534.5245,534.5245,516.5139,225.1849,491.4834,213.1849,490.4988,183.1743
Cer-NP(t15:0/34:0)+C2H3O2,824.7707,764.7496,746.739,728.7285,562.5558,550.5558,550.5558,532.5452,225.1849,507.5146,213.1849,506.5301,183.1743
Cer-NP(t15:0/34:1)+C2H3O2,822.7551,762.7339,744.7234,726.7128,560.5401,548.5401,548.5401,530.5295,225.1849,505.499,213.1849,504.5144,183.1743
Cer-NP(t15:0/34:2)+C2H3O2,820.7394,760.7183,742.7077,724.6971,558.5245,546.5245,546.5245,528.5139,225.1849,503.4834,213.1849,502.4988,183.1743
Cer-NP(t15:0/35:0)+C2H3O2,838.7864,778.7653,760.7547,742.7441,576.5714,564.5714,564.5714,546.5609,225.1849,521.5303,213.1849,520.5457,183.1743
Cer-NP(t15:0/35:1)+C2H3O2,836.7707,776.7496,758.739,740.7285,574.5558,562.5558,562.5558,544.5452,225.1849,519.5146,213.1849,518.5301,183.1743
Cer-NP(t15:0/36:0)+C2H3O2,852.802,792.7809,774.7703,756.7598,590.5871,578.5871,578.5871,560.5765,225.1849,535.546,213.1849,534.5614,183.1743
Cer-NP(t15:0/36:1)+C2H3O2,850.7864,790.7653,772.7547,754.7441,588.5714,576.5714,576.5714,558.5609,225.1849,533.5303,213.1849,532.5457,183.1743
Cer-NP(t15:0/36:2)+C2H3O2,848.7707,788.7496,770.739,752.7285,586.5558,574.5558,574.5558,556.5452,225.1849,531.5146,213.1849,530.5301,183.1743
Cer-NP(t15:0/38:0)+C2H3O2,880.8333,820.8122,802.8016,784.7911,618.6183,606.6183,606.6183,588.6078,225.1849,563.5773,213.1849,562.5927,183.1743
Cer-NP(t15:0/38:1)+C2H3O2,878.8177,818.7966,800.7859,782.7754,616.6027,604.6027,604.6027,586.5922,225.1849,561.5616,213.1849,560.577,183.1743
Cer-NP(t15:0/38:2)+C2H3O2,876.802,816.7809,798.7703,780.7598,614.5871,602.5871,602.5871,584.5765,225.1849,559.546,213.1849,558.5614,183.1743
Cer-NP(t15:0/40:0)+C2H3O2,908.8646,848.8435,830.8329,812.8223,646.6497,634.6497,634.6497,616.6391,225.1849,591.6086,213.1849,590.624,183.1743
Cer-NP(t15:0/40:1)+C2H3O2,906.849,846.8278,828.8173,810.8067,644.634,632.634,632.634,614.6235,225.1849,589.5929,213.1849,588.6083,183.1743
Cer-NP(t15:0/40:2)+C2H3O2,904.8333,844.8122,826.8016,808.7911,642.6183,630.6183,630.6183,612.6078,225.1849,587.5773,213.1849,586.5927,183.1743
Cer-NP(t15:0/42:0)+C2H3O2,936.8959,876.8748,858.8642,840.8536,674.681,662.681,662.681,644.6704,225.1849,619.6398,213.1849,618.6553,183.1743
Cer-NP(t15:0/42:1)+C2H3O2,934.8802,874.8591,856.8486,838.838,672.6653,660.6653,660.6653,642.6547,225.1849,617.6242,213.1849,616.6396,183.1743
Cer-NP(t15:0/42:2)+C2H3O2,932.8646,872.8435,854.8329,836.8223,670.6497,658.6497,658.6497,640.6391,225.1849,615.6086,213.1849,614.624,183.1743
Cer-NP(t15:1/12:0)+C2H3O2,514.4108,454.3896,436.3791,418.3685,254.2115,242.2115,242.2115,224.2009,223.1693,199.1704,211.1693,198.1858,181.1587
Cer-NP(t15:1/12:1)+C2H3O2,512.3951,452.374,434.3634,416.3528,252.1958,240.1958,240.1958,222.1853,223.1693,197.1547,211.1693,196.1701,181.1587
Cer-NP(t15:1/13:0)+C2H3O2,528.4264,468.4053,450.3947,432.3842,268.2271,256.2271,256.2271,238.2166,223.1693,213.186,211.1693,212.2014,181.1587
Cer-NP(t15:1/13:1)+C2H3O2,526.4108,466.3896,448.3791,430.3685,266.2115,254.2115,254.2115,236.2009,223.1693,211.1704,211.1693,210.1858,181.1587
Cer-NP(t15:1/14:0)+C2H3O2,542.4421,482.4209,464.4104,446.3998,282.2428,270.2428,270.2428,252.2322,223.1693,227.2017,211.1693,226.2171,181.1587
Cer-NP(t15:1/14:1)+C2H3O2,540.4264,480.4053,462.3947,444.3842,280.2271,268.2271,268.2271,250.2166,223.1693,225.186,211.1693,224.2014,181.1587
Cer-NP(t15:1/15:0)+C2H3O2,556.4577,496.4366,478.426,460.4154,296.2584,284.2584,284.2584,266.2479,223.1693,241.2173,211.1693,240.2327,181.1587
Cer-NP(t15:1/15:1)+C2H3O2,554.4421,494.4209,476.4104,458.3998,294.2428,282.2428,282.2428,264.2322,223.1693,239.2017,211.1693,238.2171,181.1587
Cer-NP(t15:1/16:0)+C2H3O2,570.4734,510.4522,492.4417,474.4311,310.2741,298.2741,298.2741,280.2635,223.1693,255.233,211.1693,254.2484,181.1587
Cer-NP(t15:1/16:1)+C2H3O2,568.4577,508.4366,490.426,472.4154,308.2584,296.2584,296.2584,278.2479,223.1693,253.2173,211.1693,252.2327,181.1587
Cer-NP(t15:1/16:2)+C2H3O2,566.4421,506.4209,488.4104,470.3998,306.2428,294.2428,294.2428,276.2322,223.1693,251.2017,211.1693,250.2171,181.1587
Cer-NP(t15:1/17:0)+C2H3O2,584.489,524.4679,506.4573,488.4467,324.2897,312.2897,312.2897,294.2791,223.1693,269.2486,211.1693,268.264,181.1587
Cer-NP(t15:1/18:0)+C2H3O2,598.5047,538.4835,520.473,502.4624,338.3054,326.3054,326.3054,308.2948,223.1693,283.2643,211.1693,282.2797,181.1587
Cer-NP(t15:1/18:1)+C2H3O2,596.489,536.4679,518.4573,500.4467,336.2897,324.2897,324.2897,306.2791,223.1693,281.2486,211.1693,280.264,181.1587
Cer-NP(t15:1/18:2)+C2H3O2,594.4734,534.4523,516.4417,498.4311,334.2741,322.2741,322.2741,304.2635,223.1693,279.233,211.1693,278.2484,181.1587
Cer-NP(t15:1/19:0)+C2H3O2,612.5203,552.4992,534.4886,516.478,352.321,340.321,340.321,322.3105,223.1693,297.2799,211.1693,296.2953,181.1587
Cer-NP(t15:1/19:1)+C2H3O2,610.5047,550.4835,532.473,514.4624,350.3054,338.3054,338.3054,320.2948,223.1693,295.2643,211.1693,294.2797,181.1587
Cer-NP(t15:1/20:0)+C2H3O2,626.5359,566.5148,548.5043,530.4937,366.3367,354.3367,354.3367,336.3261,223.1693,311.2956,211.1693,310.311,181.1587
Cer-NP(t15:1/20:1)+C2H3O2,624.5203,564.4992,546.4886,528.478,364.321,352.321,352.321,334.3105,223.1693,309.2799,211.1693,308.2953,181.1587
Cer-NP(t15:1/20:2)+C2H3O2,622.5047,562.4835,544.473,526.4624,362.3054,350.3054,350.3054,332.2948,223.1693,307.2643,211.1693,306.2797,181.1587
Cer-NP(t15:1/21:0)+C2H3O2,640.5516,580.5305,562.5199,544.5093,380.3523,368.3523,368.3523,350.3417,223.1693,325.3112,211.1693,324.3266,181.1587
