LipidA-PP,[M-H]-,[M-H]-PO3H,[M-H]-PO4H3,[M-H]-R2,[M-H]-R3,[M-H]-PO4H3-R2'-O-FA,[M-H]-PO4H3-R3'-O-FA,[M-H]-(R2'-O-FA)-R2',[M-H]-(R3'-O-FA)-R3',[M-H]-R2-PO4H3,[M-H]-R3-PO4H3
LipidA-PP [14_16_18_18_3O-(10)_3O-(10)],1852.274173,1770.292193,1754.297273,1608.070453,1580.039173,1582.151033,1582.151033,1680.127933,1680.127933,1510.093553,1482.062273
LipidA-PP [14_16_18_18_3O-(10)_3O-(12)],1880.305473,1798.323493,1782.328573,1636.101753,1608.070473,1610.182333,1582.151053,1708.159233,1680.127953,1538.124853,1510.093573
LipidA-PP [14_16_18_18_3O-(10)_3O-(14)],1908.336773,1826.354793,1810.359873,1664.133053,1636.101773,1638.213633,1582.151073,1736.190533,1680.127973,1566.156153,1538.124873
LipidA-PP [14_16_18_18_3O-(10)_3O-(16)],1936.368073,1854.386093,1838.391173,1692.164353,1664.133073,1666.244933,1582.151093,1764.221833,1680.127993,1594.187453,1566.156173
LipidA-PP [14_16_18_18_3O-(10)_3O-(18)],1964.399373,1882.417393,1866.422473,1720.195653,1692.164373,1694.276233,1582.151113,1792.253133,1680.128013,1622.218753,1594.187473
LipidA-PP [14_16_18_18_3O-(12)_3O-(10)],1880.305473,1798.323493,1782.328573,1636.101753,1608.070473,1582.151053,1610.182333,1680.127953,1708.159233,1538.124853,1510.093573
LipidA-PP [14_16_18_18_3O-(12)_3O-(12)],1908.336773,1826.354793,1810.359873,1664.133053,1636.101773,1610.182353,1610.182353,1708.159253,1708.159253,1566.156153,1538.124873
LipidA-PP [14_16_18_18_3O-(12)_3O-(14)],1936.368073,1854.386093,1838.391173,1692.164353,1664.133073,1638.213653,1610.182373,1736.190553,1708.159273,1594.187453,1566.156173
LipidA-PP [14_16_18_18_3O-(12)_3O-(16)],1964.399373,1882.417393,1866.422473,1720.195653,1692.164373,1666.244953,1610.182393,1764.221853,1708.159293,1622.218753,1594.187473
LipidA-PP [14_16_18_18_3O-(12)_3O-(18)],1992.430673,1910.448693,1894.453773,1748.226953,1720.195673,1694.276253,1610.182413,1792.253153,1708.159313,1650.250053,1622.218773
LipidA-PP [14_16_18_18_3O-(14)_3O-(10)],1908.336773,1826.354793,1810.359873,1664.133053,1636.101773,1582.151073,1638.213633,1680.127973,1736.190533,1566.156153,1538.124873
LipidA-PP [14_16_18_18_3O-(14)_3O-(12)],1936.368073,1854.386093,1838.391173,1692.164353,1664.133073,1610.182373,1638.213653,1708.159273,1736.190553,1594.187453,1566.156173
LipidA-PP [14_16_18_18_3O-(14)_3O-(14)],1964.399373,1882.417393,1866.422473,1720.195653,1692.164373,1638.213673,1638.213673,1736.190573,1736.190573,1622.218753,1594.187473
LipidA-PP [14_16_18_18_3O-(14)_3O-(16)],1992.430673,1910.448693,1894.453773,1748.226953,1720.195673,1666.244973,1638.213693,1764.221873,1736.190593,1650.250053,1622.218773
LipidA-PP [14_16_18_18_3O-(14)_3O-(18)],2020.461973,1938.479993,1922.485073,1776.258253,1748.226973,1694.276273,1638.213713,1792.253173,1736.190613,1678.281353,1650.250073
LipidA-PP [14_16_18_18_3O-(16)_3O-(10)],1936.368073,1854.386093,1838.391173,1692.164353,1664.133073,1582.151093,1666.244933,1680.127993,1764.221833,1594.187453,1566.156173
LipidA-PP [14_16_18_18_3O-(16)_3O-(12)],1964.399373,1882.417393,1866.422473,1720.195653,1692.164373,1610.182393,1666.244953,1708.159293,1764.221853,1622.218753,1594.187473
LipidA-PP [14_16_18_18_3O-(16)_3O-(14)],1992.430673,1910.448693,1894.453773,1748.226953,1720.195673,1638.213693,1666.244973,1736.190593,1764.221873,1650.250053,1622.218773
LipidA-PP [14_16_18_18_3O-(16)_3O-(16)],2020.461973,1938.479993,1922.485073,1776.258253,1748.226973,1666.244993,1666.244993,1764.221893,1764.221893,1678.281353,1650.250073
LipidA-PP [14_16_18_18_3O-(16)_3O-(18)],2048.493273,1966.511293,1950.516373,1804.289553,1776.258273,1694.276293,1666.245013,1792.253193,1764.221913,1706.312653,1678.281373
LipidA-PP [14_16_18_18_3O-(18)_3O-(10)],1964.399373,1882.417393,1866.422473,1720.195653,1692.164373,1582.151113,1694.276233,1680.128013,1792.253133,1622.218753,1594.187473
LipidA-PP [14_16_18_18_3O-(18)_3O-(12)],1992.430673,1910.448693,1894.453773,1748.226953,1720.195673,1610.182413,1694.276253,1708.159313,1792.253153,1650.250053,1622.218773
LipidA-PP [14_16_18_18_3O-(18)_3O-(14)],2020.461973,1938.479993,1922.485073,1776.258253,1748.226973,1638.213713,1694.276273,1736.190613,1792.253173,1678.281353,1650.250073
LipidA-PP [14_16_18_18_3O-(18)_3O-(16)],2048.493273,1966.511293,1950.516373,1804.289553,1776.258273,1666.245013,1694.276293,1764.221913,1792.253193,1706.312653,1678.281373
LipidA-PP [14_16_18_18_3O-(18)_3O-(18)],2076.524574,1994.542594,1978.547674,1832.320854,1804.289574,1694.276314,1694.276314,1792.253214,1792.253214,1734.343954,1706.312674
LipidA-PP [14_18_10_10_3O-(10)_3O-(10)],1656.055072,1574.073092,1558.078172,1411.851352,1355.788792,1385.931932,1385.931932,1483.908832,1483.908832,1313.874452,1257.811892
LipidA-PP [14_18_10_10_3O-(10)_3O-(12)],1684.086372,1602.104392,1586.109472,1439.882652,1383.820092,1413.963232,1385.931952,1511.940132,1483.908852,1341.905752,1285.843192
LipidA-PP [14_18_10_10_3O-(10)_3O-(14)],1712.117672,1630.135692,1614.140772,1467.913952,1411.851392,1441.994532,1385.931972,1539.971432,1483.908872,1369.937052,1313.874492
LipidA-PP [14_18_10_10_3O-(10)_3O-(16)],1740.148972,1658.166992,1642.172072,1495.945252,1439.882692,1470.025832,1385.931992,1568.002732,1483.908892,1397.968352,1341.905792
LipidA-PP [14_18_10_10_3O-(10)_3O-(18)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1498.057132,1385.932012,1596.034032,1483.908912,1425.999652,1369.937092
LipidA-PP [14_18_10_10_3O-(12)_3O-(10)],1684.086372,1602.104392,1586.109472,1439.882652,1383.820092,1385.931952,1413.963232,1483.908852,1511.940132,1341.905752,1285.843192
LipidA-PP [14_18_10_10_3O-(12)_3O-(12)],1712.117672,1630.135692,1614.140772,1467.913952,1411.851392,1413.963252,1413.963252,1511.940152,1511.940152,1369.937052,1313.874492
LipidA-PP [14_18_10_10_3O-(12)_3O-(14)],1740.148972,1658.166992,1642.172072,1495.945252,1439.882692,1441.994552,1413.963272,1539.971452,1511.940172,1397.968352,1341.905792
LipidA-PP [14_18_10_10_3O-(12)_3O-(16)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1470.025852,1413.963292,1568.002752,1511.940192,1425.999652,1369.937092
LipidA-PP [14_18_10_10_3O-(12)_3O-(18)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1498.057152,1413.963312,1596.034052,1511.940212,1454.030952,1397.968392
LipidA-PP [14_18_10_10_3O-(14)_3O-(10)],1712.117672,1630.135692,1614.140772,1467.913952,1411.851392,1385.931972,1441.994532,1483.908872,1539.971432,1369.937052,1313.874492
LipidA-PP [14_18_10_10_3O-(14)_3O-(12)],1740.148972,1658.166992,1642.172072,1495.945252,1439.882692,1413.963272,1441.994552,1511.940172,1539.971452,1397.968352,1341.905792
LipidA-PP [14_18_10_10_3O-(14)_3O-(14)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1441.994572,1441.994572,1539.971472,1539.971472,1425.999652,1369.937092
LipidA-PP [14_18_10_10_3O-(14)_3O-(16)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1470.025872,1441.994592,1568.002772,1539.971492,1454.030952,1397.968392
LipidA-PP [14_18_10_10_3O-(14)_3O-(18)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1498.057172,1441.994612,1596.034072,1539.971512,1482.062252,1425.999692
LipidA-PP [14_18_10_10_3O-(16)_3O-(10)],1740.148972,1658.166992,1642.172072,1495.945252,1439.882692,1385.931992,1470.025832,1483.908892,1568.002732,1397.968352,1341.905792
LipidA-PP [14_18_10_10_3O-(16)_3O-(12)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1413.963292,1470.025852,1511.940192,1568.002752,1425.999652,1369.937092
LipidA-PP [14_18_10_10_3O-(16)_3O-(14)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1441.994592,1470.025872,1539.971492,1568.002772,1454.030952,1397.968392
LipidA-PP [14_18_10_10_3O-(16)_3O-(16)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1470.025892,1470.025892,1568.002792,1568.002792,1482.062252,1425.999692
LipidA-PP [14_18_10_10_3O-(16)_3O-(18)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1498.057193,1470.025913,1596.034093,1568.002813,1510.093553,1454.030993
LipidA-PP [14_18_10_10_3O-(18)_3O-(10)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1385.932012,1498.057132,1483.908912,1596.034032,1425.999652,1369.937092
LipidA-PP [14_18_10_10_3O-(18)_3O-(12)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1413.963312,1498.057152,1511.940212,1596.034052,1454.030952,1397.968392
LipidA-PP [14_18_10_10_3O-(18)_3O-(14)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1441.994612,1498.057172,1539.971512,1596.034072,1482.062252,1425.999692
LipidA-PP [14_18_10_10_3O-(18)_3O-(16)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1470.025913,1498.057193,1568.002813,1596.034093,1510.093553,1454.030993
LipidA-PP [14_18_10_10_3O-(18)_3O-(18)],1880.305473,1798.323493,1782.328573,1636.101753,1580.039193,1498.057213,1498.057213,1596.034113,1596.034113,1538.124853,1482.062293
LipidA-PP [14_18_10_12_3O-(10)_3O-(10)],1684.086372,1602.104392,1586.109472,1439.882652,1383.820092,1413.963232,1413.963232,1511.940132,1511.940132,1341.905752,1285.843192
LipidA-PP [14_18_10_12_3O-(10)_3O-(12)],1712.117672,1630.135692,1614.140772,1467.913952,1411.851392,1441.994532,1413.963252,1539.971432,1511.940152,1369.937052,1313.874492
LipidA-PP [14_18_10_12_3O-(10)_3O-(14)],1740.148972,1658.166992,1642.172072,1495.945252,1439.882692,1470.025832,1413.963272,1568.002732,1511.940172,1397.968352,1341.905792
LipidA-PP [14_18_10_12_3O-(10)_3O-(16)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1498.057132,1413.963292,1596.034032,1511.940192,1425.999652,1369.937092
LipidA-PP [14_18_10_12_3O-(10)_3O-(18)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1526.088432,1413.963312,1624.065332,1511.940212,1454.030952,1397.968392
LipidA-PP [14_18_10_12_3O-(12)_3O-(10)],1712.117672,1630.135692,1614.140772,1467.913952,1411.851392,1413.963252,1441.994532,1511.940152,1539.971432,1369.937052,1313.874492
LipidA-PP [14_18_10_12_3O-(12)_3O-(12)],1740.148972,1658.166992,1642.172072,1495.945252,1439.882692,1441.994552,1441.994552,1539.971452,1539.971452,1397.968352,1341.905792
LipidA-PP [14_18_10_12_3O-(12)_3O-(14)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1470.025852,1441.994572,1568.002752,1539.971472,1425.999652,1369.937092
LipidA-PP [14_18_10_12_3O-(12)_3O-(16)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1498.057152,1441.994592,1596.034052,1539.971492,1454.030952,1397.968392
LipidA-PP [14_18_10_12_3O-(12)_3O-(18)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1526.088452,1441.994612,1624.065352,1539.971512,1482.062252,1425.999692
LipidA-PP [14_18_10_12_3O-(14)_3O-(10)],1740.148972,1658.166992,1642.172072,1495.945252,1439.882692,1413.963272,1470.025832,1511.940172,1568.002732,1397.968352,1341.905792
LipidA-PP [14_18_10_12_3O-(14)_3O-(12)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1441.994572,1470.025852,1539.971472,1568.002752,1425.999652,1369.937092
LipidA-PP [14_18_10_12_3O-(14)_3O-(14)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1470.025872,1470.025872,1568.002772,1568.002772,1454.030952,1397.968392
LipidA-PP [14_18_10_12_3O-(14)_3O-(16)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1498.057172,1470.025892,1596.034072,1568.002792,1482.062252,1425.999692
LipidA-PP [14_18_10_12_3O-(14)_3O-(18)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1526.088473,1470.025913,1624.065373,1568.002813,1510.093553,1454.030993
LipidA-PP [14_18_10_12_3O-(16)_3O-(10)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1413.963292,1498.057132,1511.940192,1596.034032,1425.999652,1369.937092
LipidA-PP [14_18_10_12_3O-(16)_3O-(12)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1441.994592,1498.057152,1539.971492,1596.034052,1454.030952,1397.968392
LipidA-PP [14_18_10_12_3O-(16)_3O-(14)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1470.025892,1498.057172,1568.002792,1596.034072,1482.062252,1425.999692
LipidA-PP [14_18_10_12_3O-(16)_3O-(16)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1498.057193,1498.057193,1596.034093,1596.034093,1510.093553,1454.030993
LipidA-PP [14_18_10_12_3O-(16)_3O-(18)],1880.305473,1798.323493,1782.328573,1636.101753,1580.039193,1526.088493,1498.057213,1624.065393,1596.034113,1538.124853,1482.062293
LipidA-PP [14_18_10_12_3O-(18)_3O-(10)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1413.963312,1526.088432,1511.940212,1624.065332,1454.030952,1397.968392
LipidA-PP [14_18_10_12_3O-(18)_3O-(12)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1441.994612,1526.088452,1539.971512,1624.065352,1482.062252,1425.999692
LipidA-PP [14_18_10_12_3O-(18)_3O-(14)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1470.025913,1526.088473,1568.002813,1624.065373,1510.093553,1454.030993
LipidA-PP [14_18_10_12_3O-(18)_3O-(16)],1880.305473,1798.323493,1782.328573,1636.101753,1580.039193,1498.057213,1526.088493,1596.034113,1624.065393,1538.124853,1482.062293
LipidA-PP [14_18_10_12_3O-(18)_3O-(18)],1908.336773,1826.354793,1810.359873,1664.133053,1608.070493,1526.088513,1526.088513,1624.065413,1624.065413,1566.156153,1510.093593
LipidA-PP [14_18_10_14_3O-(10)_3O-(10)],1712.117672,1630.135692,1614.140772,1467.913952,1411.851392,1441.994532,1441.994532,1539.971432,1539.971432,1369.937052,1313.874492
LipidA-PP [14_18_10_14_3O-(10)_3O-(12)],1740.148972,1658.166992,1642.172072,1495.945252,1439.882692,1470.025832,1441.994552,1568.002732,1539.971452,1397.968352,1341.905792
LipidA-PP [14_18_10_14_3O-(10)_3O-(14)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1498.057132,1441.994572,1596.034032,1539.971472,1425.999652,1369.937092
LipidA-PP [14_18_10_14_3O-(10)_3O-(16)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1526.088432,1441.994592,1624.065332,1539.971492,1454.030952,1397.968392
LipidA-PP [14_18_10_14_3O-(10)_3O-(18)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1554.119732,1441.994612,1652.096632,1539.971512,1482.062252,1425.999692
LipidA-PP [14_18_10_14_3O-(12)_3O-(10)],1740.148972,1658.166992,1642.172072,1495.945252,1439.882692,1441.994552,1470.025832,1539.971452,1568.002732,1397.968352,1341.905792
LipidA-PP [14_18_10_14_3O-(12)_3O-(12)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1470.025852,1470.025852,1568.002752,1568.002752,1425.999652,1369.937092
LipidA-PP [14_18_10_14_3O-(12)_3O-(14)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1498.057152,1470.025872,1596.034052,1568.002772,1454.030952,1397.968392
LipidA-PP [14_18_10_14_3O-(12)_3O-(16)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1526.088452,1470.025892,1624.065352,1568.002792,1482.062252,1425.999692
LipidA-PP [14_18_10_14_3O-(12)_3O-(18)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1554.119753,1470.025913,1652.096653,1568.002813,1510.093553,1454.030993
LipidA-PP [14_18_10_14_3O-(14)_3O-(10)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1441.994572,1498.057132,1539.971472,1596.034032,1425.999652,1369.937092
LipidA-PP [14_18_10_14_3O-(14)_3O-(12)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1470.025872,1498.057152,1568.002772,1596.034052,1454.030952,1397.968392
LipidA-PP [14_18_10_14_3O-(14)_3O-(14)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1498.057172,1498.057172,1596.034072,1596.034072,1482.062252,1425.999692
LipidA-PP [14_18_10_14_3O-(14)_3O-(16)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1526.088473,1498.057193,1624.065373,1596.034093,1510.093553,1454.030993
LipidA-PP [14_18_10_14_3O-(14)_3O-(18)],1880.305473,1798.323493,1782.328573,1636.101753,1580.039193,1554.119773,1498.057213,1652.096673,1596.034113,1538.124853,1482.062293
LipidA-PP [14_18_10_14_3O-(16)_3O-(10)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1441.994592,1526.088432,1539.971492,1624.065332,1454.030952,1397.968392
LipidA-PP [14_18_10_14_3O-(16)_3O-(12)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1470.025892,1526.088452,1568.002792,1624.065352,1482.062252,1425.999692
LipidA-PP [14_18_10_14_3O-(16)_3O-(14)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1498.057193,1526.088473,1596.034093,1624.065373,1510.093553,1454.030993
LipidA-PP [14_18_10_14_3O-(16)_3O-(16)],1880.305473,1798.323493,1782.328573,1636.101753,1580.039193,1526.088493,1526.088493,1624.065393,1624.065393,1538.124853,1482.062293
LipidA-PP [14_18_10_14_3O-(16)_3O-(18)],1908.336773,1826.354793,1810.359873,1664.133053,1608.070493,1554.119793,1526.088513,1652.096693,1624.065413,1566.156153,1510.093593
LipidA-PP [14_18_10_14_3O-(18)_3O-(10)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1441.994612,1554.119732,1539.971512,1652.096632,1482.062252,1425.999692
LipidA-PP [14_18_10_14_3O-(18)_3O-(12)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1470.025913,1554.119753,1568.002813,1652.096653,1510.093553,1454.030993
LipidA-PP [14_18_10_14_3O-(18)_3O-(14)],1880.305473,1798.323493,1782.328573,1636.101753,1580.039193,1498.057213,1554.119773,1596.034113,1652.096673,1538.124853,1482.062293
LipidA-PP [14_18_10_14_3O-(18)_3O-(16)],1908.336773,1826.354793,1810.359873,1664.133053,1608.070493,1526.088513,1554.119793,1624.065413,1652.096693,1566.156153,1510.093593
LipidA-PP [14_18_10_14_3O-(18)_3O-(18)],1936.368073,1854.386093,1838.391173,1692.164353,1636.101793,1554.119813,1554.119813,1652.096713,1652.096713,1594.187453,1538.124893
LipidA-PP [14_18_10_16_3O-(10)_3O-(10)],1740.148972,1658.166992,1642.172072,1495.945252,1439.882692,1470.025832,1470.025832,1568.002732,1568.002732,1397.968352,1341.905792
LipidA-PP [14_18_10_16_3O-(10)_3O-(12)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1498.057132,1470.025852,1596.034032,1568.002752,1425.999652,1369.937092
LipidA-PP [14_18_10_16_3O-(10)_3O-(14)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1526.088432,1470.025872,1624.065332,1568.002772,1454.030952,1397.968392
LipidA-PP [14_18_10_16_3O-(10)_3O-(16)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1554.119732,1470.025892,1652.096632,1568.002792,1482.062252,1425.999692
LipidA-PP [14_18_10_16_3O-(10)_3O-(18)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1582.151033,1470.025913,1680.127933,1568.002813,1510.093553,1454.030993
LipidA-PP [14_18_10_16_3O-(12)_3O-(10)],1768.180272,1686.198292,1670.203372,1523.976552,1467.913992,1470.025852,1498.057132,1568.002752,1596.034032,1425.999652,1369.937092
LipidA-PP [14_18_10_16_3O-(12)_3O-(12)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1498.057152,1498.057152,1596.034052,1596.034052,1454.030952,1397.968392
LipidA-PP [14_18_10_16_3O-(12)_3O-(14)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1526.088452,1498.057172,1624.065352,1596.034072,1482.062252,1425.999692
LipidA-PP [14_18_10_16_3O-(12)_3O-(16)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1554.119753,1498.057193,1652.096653,1596.034093,1510.093553,1454.030993
LipidA-PP [14_18_10_16_3O-(12)_3O-(18)],1880.305473,1798.323493,1782.328573,1636.101753,1580.039193,1582.151053,1498.057213,1680.127953,1596.034113,1538.124853,1482.062293
LipidA-PP [14_18_10_16_3O-(14)_3O-(10)],1796.211572,1714.229592,1698.234672,1552.007852,1495.945292,1470.025872,1526.088432,1568.002772,1624.065332,1454.030952,1397.968392
LipidA-PP [14_18_10_16_3O-(14)_3O-(12)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1498.057172,1526.088452,1596.034072,1624.065352,1482.062252,1425.999692
LipidA-PP [14_18_10_16_3O-(14)_3O-(14)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1526.088473,1526.088473,1624.065373,1624.065373,1510.093553,1454.030993
LipidA-PP [14_18_10_16_3O-(14)_3O-(16)],1880.305473,1798.323493,1782.328573,1636.101753,1580.039193,1554.119773,1526.088493,1652.096673,1624.065393,1538.124853,1482.062293
LipidA-PP [14_18_10_16_3O-(14)_3O-(18)],1908.336773,1826.354793,1810.359873,1664.133053,1608.070493,1582.151073,1526.088513,1680.127973,1624.065413,1566.156153,1510.093593
LipidA-PP [14_18_10_16_3O-(16)_3O-(10)],1824.242872,1742.260892,1726.265972,1580.039152,1523.976592,1470.025892,1554.119732,1568.002792,1652.096632,1482.062252,1425.999692
LipidA-PP [14_18_10_16_3O-(16)_3O-(12)],1852.274173,1770.292193,1754.297273,1608.070453,1552.007893,1498.057193,1554.119753,1596.034093,1652.096653,1510.093553,1454.030993
LipidA-PP [14_18_10_16_3O-(16)_3O-(14)],1880.305473,1798.323493,1782.328573,1636.101753,1580.039193,1526.088493,1554.119773,1624.065393,1652.096673,1538.124853,1482.062293
