Cer-NDS,[M-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[Sph-H]-,[FA+NCCO-3H]-,[FA+NCC-3H]-,[FA+N-H]-,[Sph-NCCO-3H]-,[FA-3H]-
Cer-NDS(d17:0/16:1)-H,522.4886,490.4624,474.4675,286.2751,294.2433,278.2484,252.2333,225.2224,235.2305
Cer-NDS(d17:0/16:2)-H,520.473,488.4467,472.4518,286.2751,292.2277,276.2328,250.2176,225.2224,233.2149
Cer-NDS(d17:0/17:0)-H,538.52,506.4937,490.4988,286.2751,310.2746,294.2797,268.2646,225.2224,251.2619
Cer-NDS(d17:0/18:0)-H,552.5356,520.5093,504.5144,286.2751,324.2903,308.2953,282.2802,225.2224,265.2775
Cer-NDS(d17:0/18:1)-H,550.52,518.4937,502.4988,286.2751,322.2746,306.2797,280.2646,225.2224,263.2618
Cer-NDS(d17:0/18:2)-H,548.5043,516.4781,500.4832,286.2751,320.259,304.264,278.2489,225.2224,261.2462
Cer-NDS(d17:0/19:0)-H,566.5512,534.525,518.5301,286.2751,338.3059,322.311,296.2959,225.2224,279.2932
Cer-NDS(d17:0/19:1)-H,564.5356,532.5093,516.5145,286.2751,336.2903,320.2953,294.2802,225.2224,277.2775
Cer-NDS(d17:0/20:0)-H,580.5669,548.5406,532.5457,286.2751,352.3216,336.3267,310.3116,225.2224,293.3088
Cer-NDS(d17:0/20:1)-H,578.5512,546.525,530.5301,286.2751,350.3059,334.311,308.2959,225.2224,291.2932
Cer-NDS(d17:0/20:2)-H,576.5356,544.5093,528.5145,286.2751,348.2903,332.2953,306.2802,225.2224,289.2775
Cer-NDS(d17:0/21:0)-H,594.5825,562.5563,546.5614,286.2751,366.3372,350.3423,324.3272,225.2224,307.3245
Cer-NDS(d17:0/21:1)-H,592.5669,560.5406,544.5457,286.2751,364.3216,348.3267,322.3116,225.2224,305.3088
Cer-NDS(d17:0/22:0)-H,608.5982,576.572,560.577,286.2751,380.3529,364.3579,338.3428,225.2224,321.3401
Cer-NDS(d17:0/22:1)-H,606.5825,574.5563,558.5614,286.2751,378.3372,362.3423,336.3272,225.2224,319.3245
Cer-NDS(d17:0/22:2)-H,604.5669,572.5406,556.5457,286.2751,376.3216,360.3267,334.3116,225.2224,317.3088
Cer-NDS(d17:0/23:0)-H,622.6138,590.5876,574.5927,286.2751,394.3685,378.3736,352.3585,225.2224,335.3557
Cer-NDS(d17:0/23:1)-H,620.5982,588.572,572.577,286.2751,392.3529,376.3579,350.3428,225.2224,333.3401
Cer-NDS(d17:0/24:0)-H,636.6295,604.6033,588.6083,286.2751,408.3842,392.3893,366.3741,225.2224,349.3714
Cer-NDS(d17:0/24:1)-H,634.6138,602.5876,586.5927,286.2751,406.3685,390.3736,364.3585,225.2224,347.3557
Cer-NDS(d17:0/24:2)-H,632.5982,600.572,584.577,286.2751,404.3529,388.3579,362.3428,225.2224,345.3401
Cer-NDS(d17:0/25:0)-H,650.6451,618.6189,602.624,286.2751,422.3998,406.4049,380.3898,225.2224,363.3871
Cer-NDS(d17:0/25:1)-H,648.6295,616.6033,600.6083,286.2751,420.3842,404.3893,378.3741,225.2224,361.3714
Cer-NDS(d17:0/26:0)-H,664.6608,632.6346,616.6396,286.2751,436.4155,420.4206,394.4054,225.2224,377.4027
Cer-NDS(d17:0/26:1)-H,662.6451,630.6189,614.624,286.2751,434.3998,418.4049,392.3898,225.2224,375.3871
Cer-NDS(d17:0/26:2)-H,660.6295,628.6033,612.6083,286.2751,432.3842,416.3893,390.3741,225.2224,373.3714
Cer-NDS(d17:0/27:0)-H,678.6765,646.6502,630.6553,286.2751,450.4311,434.4362,408.4211,225.2224,391.4183
Cer-NDS(d17:0/27:1)-H,676.6608,644.6346,628.6396,286.2751,448.4155,432.4206,406.4054,225.2224,389.4027
Cer-NDS(d17:0/28:0)-H,692.6921,660.6658,644.671,286.2751,464.4468,448.4518,422.4367,225.2224,405.434
Cer-NDS(d17:0/28:1)-H,690.6765,658.6502,642.6553,286.2751,462.4311,446.4362,420.4211,225.2224,403.4183
Cer-NDS(d17:0/28:2)-H,688.6608,656.6346,640.6396,286.2751,460.4155,444.4206,418.4054,225.2224,401.4027
Cer-NDS(d17:0/29:0)-H,706.7077,674.6815,658.6866,286.2751,478.4624,462.4675,436.4524,225.2224,419.4496
Cer-NDS(d17:0/29:1)-H,704.6921,672.6658,656.671,286.2751,476.4468,460.4518,434.4367,225.2224,417.434
Cer-NDS(d17:0/30:0)-H,720.7234,688.6971,672.7023,286.2751,492.4781,476.4832,450.468,225.2224,433.4653
Cer-NDS(d17:0/30:1)-H,718.7077,686.6815,670.6866,286.2751,490.4624,474.4675,448.4524,225.2224,431.4496
Cer-NDS(d17:0/30:2)-H,716.6921,684.6658,668.671,286.2751,488.4468,472.4518,446.4367,225.2224,429.434
Cer-NDS(d17:0/31:0)-H,734.739,702.7128,686.7179,286.2751,506.4937,490.4988,464.4837,225.2224,447.481
Cer-NDS(d17:0/31:1)-H,732.7234,700.6971,684.7023,286.2751,504.4781,488.4832,462.468,225.2224,445.4653
Cer-NDS(d17:0/32:0)-H,748.7547,716.7285,700.7335,286.2751,520.5094,504.5144,478.4993,225.2224,461.4966
Cer-NDS(d17:0/32:1)-H,746.739,714.7128,698.7179,286.2751,518.4937,502.4988,476.4837,225.2224,459.481
Cer-NDS(d17:0/32:2)-H,744.7234,712.6971,696.7023,286.2751,516.4781,500.4832,474.468,225.2224,457.4653
Cer-NDS(d17:0/33:0)-H,762.7703,730.7441,714.7492,286.2751,534.525,518.5301,492.515,225.2224,475.5122
Cer-NDS(d17:0/33:1)-H,760.7547,728.7285,712.7335,286.2751,532.5094,516.5145,490.4993,225.2224,473.4966
Cer-NDS(d17:0/34:0)-H,776.7859,744.7598,728.7648,286.2751,548.5406,532.5458,506.5306,225.2224,489.5279
Cer-NDS(d17:0/34:1)-H,774.7703,742.7441,726.7492,286.2751,546.525,530.5301,504.515,225.2224,487.5122
Cer-NDS(d17:0/34:2)-H,772.7547,740.7285,724.7335,286.2751,544.5094,528.5145,502.4993,225.2224,485.4966
Cer-NDS(d17:0/35:0)-H,790.8016,758.7754,742.7805,286.2751,562.5563,546.5614,520.5463,225.2224,503.5435
Cer-NDS(d17:0/35:1)-H,788.7859,756.7598,740.7648,286.2751,560.5406,544.5458,518.5306,225.2224,501.5279
Cer-NDS(d17:0/36:0)-H,804.8173,772.7911,756.7961,286.2751,576.572,560.577,534.562,225.2224,517.5592
Cer-NDS(d17:0/36:1)-H,802.8016,770.7754,754.7805,286.2751,574.5563,558.5614,532.5463,225.2224,515.5436
Cer-NDS(d17:0/36:2)-H,800.7859,768.7598,752.7648,286.2751,572.5406,556.5458,530.5306,225.2224,513.5279
Cer-NDS(d17:0/38:0)-H,832.8486,800.8224,784.8275,286.2751,604.6033,588.6083,562.5933,225.2224,545.5905
Cer-NDS(d17:0/38:1)-H,830.8329,798.8067,782.8118,286.2751,602.5876,586.5927,560.5776,225.2224,543.5748
Cer-NDS(d17:0/38:2)-H,828.8173,796.7911,780.7961,286.2751,600.572,584.577,558.562,225.2224,541.5592
Cer-NDS(d17:0/40:0)-H,860.8799,828.8536,812.8588,286.2751,632.6346,616.6396,590.6245,225.2224,573.6218
Cer-NDS(d17:0/40:1)-H,858.8643,826.838,810.8431,286.2751,630.6189,614.624,588.6089,225.2224,571.6061
Cer-NDS(d17:0/40:2)-H,856.8486,824.8224,808.8275,286.2751,628.6033,612.6083,586.5933,225.2224,569.5905
Cer-NDS(d17:0/42:0)-H,888.9112,856.8849,840.89,286.2751,660.6659,644.671,618.6558,225.2224,601.6531
Cer-NDS(d17:0/42:1)-H,886.8955,854.8693,838.8744,286.2751,658.6502,642.6553,616.6402,225.2224,599.6375
Cer-NDS(d17:0/42:2)-H,884.8799,852.8536,836.8588,286.2751,656.6346,640.6396,614.6245,225.2224,597.6218
Cer-NDS(d18:0/12:0)-H,482.4573,450.4311,434.4362,300.2908,240.1964,224.2014,198.1863,239.238,181.1836
Cer-NDS(d18:0/12:1)-H,480.4417,448.4154,432.4205,300.2908,238.1807,222.1858,196.1707,239.238,179.168
Cer-NDS(d18:0/13:0)-H,496.473,464.4467,448.4518,300.2908,254.212,238.2171,212.202,239.238,195.1992
Cer-NDS(d18:0/13:1)-H,494.4573,462.4311,446.4362,300.2908,252.1964,236.2014,210.1863,239.238,193.1836
Cer-NDS(d18:0/14:0)-H,510.4886,478.4624,462.4675,300.2908,268.2277,252.2328,226.2176,239.238,209.2149
Cer-NDS(d18:0/14:1)-H,508.473,476.4467,460.4518,300.2908,266.212,250.2171,224.202,239.238,207.1992
Cer-NDS(d18:0/15:0)-H,524.5043,492.4781,476.4832,300.2908,282.2433,266.2484,240.2333,239.238,223.2305
Cer-NDS(d18:0/15:1)-H,522.4886,490.4624,474.4675,300.2908,280.2277,264.2328,238.2176,239.238,221.2149
Cer-NDS(d18:0/16:0)-H,538.52,506.4937,490.4988,300.2908,296.259,280.264,254.2489,239.238,237.2462
Cer-NDS(d18:0/16:1)-H,536.5043,504.4781,488.4832,300.2908,294.2433,278.2484,252.2333,239.238,235.2305
Cer-NDS(d18:0/16:2)-H,534.4886,502.4624,486.4675,300.2908,292.2277,276.2328,250.2176,239.238,233.2149
Cer-NDS(d18:0/17:0)-H,552.5356,520.5093,504.5144,300.2908,310.2746,294.2797,268.2646,239.238,251.2619
Cer-NDS(d18:0/18:0)-H,566.5512,534.525,518.5301,300.2908,324.2903,308.2953,282.2802,239.238,265.2775
Cer-NDS(d18:0/18:1)-H,564.5356,532.5093,516.5145,300.2908,322.2746,306.2797,280.2646,239.238,263.2618
Cer-NDS(d18:0/18:2)-H,562.52,530.4937,514.4988,300.2908,320.259,304.264,278.2489,239.238,261.2462
Cer-NDS(d18:0/19:0)-H,580.5669,548.5406,532.5457,300.2908,338.3059,322.311,296.2959,239.238,279.2932
Cer-NDS(d18:0/19:1)-H,578.5512,546.525,530.5301,300.2908,336.2903,320.2953,294.2802,239.238,277.2775
Cer-NDS(d18:0/20:0)-H,594.5825,562.5563,546.5614,300.2908,352.3216,336.3267,310.3116,239.238,293.3088
Cer-NDS(d18:0/20:1)-H,592.5669,560.5406,544.5457,300.2908,350.3059,334.311,308.2959,239.238,291.2932
Cer-NDS(d18:0/20:2)-H,590.5512,558.525,542.5301,300.2908,348.2903,332.2953,306.2802,239.238,289.2775
Cer-NDS(d18:0/21:0)-H,608.5982,576.572,560.577,300.2908,366.3372,350.3423,324.3272,239.238,307.3245
Cer-NDS(d18:0/21:1)-H,606.5825,574.5563,558.5614,300.2908,364.3216,348.3267,322.3116,239.238,305.3088
Cer-NDS(d18:0/22:0)-H,622.6138,590.5876,574.5927,300.2908,380.3529,364.3579,338.3428,239.238,321.3401
Cer-NDS(d18:0/22:1)-H,620.5982,588.572,572.577,300.2908,378.3372,362.3423,336.3272,239.238,319.3245
Cer-NDS(d18:0/22:2)-H,618.5825,586.5563,570.5614,300.2908,376.3216,360.3267,334.3116,239.238,317.3088
Cer-NDS(d18:0/23:0)-H,636.6295,604.6033,588.6083,300.2908,394.3685,378.3736,352.3585,239.238,335.3557
Cer-NDS(d18:0/23:1)-H,634.6138,602.5876,586.5927,300.2908,392.3529,376.3579,350.3428,239.238,333.3401
Cer-NDS(d18:0/24:0)-H,650.6451,618.6189,602.624,300.2908,408.3842,392.3893,366.3741,239.238,349.3714
Cer-NDS(d18:0/24:1)-H,648.6295,616.6033,600.6083,300.2908,406.3685,390.3736,364.3585,239.238,347.3557
Cer-NDS(d18:0/24:2)-H,646.6138,614.5876,598.5927,300.2908,404.3529,388.3579,362.3428,239.238,345.3401
Cer-NDS(d18:0/25:0)-H,664.6608,632.6346,616.6396,300.2908,422.3998,406.4049,380.3898,239.238,363.3871
Cer-NDS(d18:0/25:1)-H,662.6451,630.6189,614.624,300.2908,420.3842,404.3893,378.3741,239.238,361.3714
Cer-NDS(d18:0/26:0)-H,678.6765,646.6502,630.6553,300.2908,436.4155,420.4206,394.4054,239.238,377.4027
Cer-NDS(d18:0/26:1)-H,676.6608,644.6346,628.6396,300.2908,434.3998,418.4049,392.3898,239.238,375.3871
Cer-NDS(d18:0/26:2)-H,674.6451,642.6189,626.624,300.2908,432.3842,416.3893,390.3741,239.238,373.3714
Cer-NDS(d18:0/27:0)-H,692.6921,660.6658,644.671,300.2908,450.4311,434.4362,408.4211,239.238,391.4183
Cer-NDS(d18:0/27:1)-H,690.6765,658.6502,642.6553,300.2908,448.4155,432.4206,406.4054,239.238,389.4027
